lr,la,rho*,T*,B2*,dB2*_dT*,B3*,dB3*_dT*
14,6,0,14.31342197951939,1.1531897157719357,0.010913899242118077,1.2590821865328574,-0.01574637071486254
14,6,0,14.78851721386593,1.1580858593110137,0.009720010876130858,1.2516521644252376,-0.015530669030571313
14,6,0,15.26361244821247,1.1624457218341286,0.008653403417322396,1.2443258881271235,-0.015309935167205566
14,6,0,15.738707682559014,1.1663258035682111,0.007697787953008044,1.237105342456354,-0.015085829888749585
14,6,0,16.213802916905554,1.1697754637734206,0.0068393385540151,1.2299917884843317,-0.014859746036306716
14,6,0,16.688898151252094,1.1728379909931421,0.00606626343380901,1.2229858814447854,-0.014632847176761155
14,6,0,17.163993385598634,1.1755514789057475,0.005368460243059686,1.2160877714579488,-0.014406101341040256
14,6,0,17.639088619945174,1.1779495862884362,0.004737237222098744,1.20929718932425,-0.014180310209680786
14,6,0,18.114183854291717,1.1800621053638414,0.004165086250146758,1.2026135194438927,-0.013956134203076714
14,6,0,18.589279088638257,1.1819155311802754,0.0036454971067205015,1.1960358616934137,-0.013734113958512888
14,6,0,19.064374322984797,1.1835334459099707,0.0031728046194384766,1.189563083864026,-0.013514688660234916
14,6,0,19.539469557331337,1.1849369419029463,0.0027420622491850684,1.1831938660530381,-0.013298211652658863
14,6,0,20.014564791677877,1.1861448844929396,0.0023489370314594294,1.1769267382055892,-0.013084963722225253
14,6,0,20.48966002602442,1.1871742284805629,0.001989621867154725,1.1707601118320474,-0.01287516438702022
14,6,0,20.96475526037096,1.188040222953174,0.0016607619793320037,1.1646923067758577,-0.012668981488764173
14,6,0,21.4398504947175,1.188756618885579,0.0013593929929807732,1.1587215737765584,-0.012466539340883365
14,6,0,21.91494572906404,1.1893358404518592,0.0010828885954529519,1.1528461134610417,-0.012267925649862236
14,6,0,22.39004096341058,1.1897891359311639,0.0008289161289907992,1.147064092300656,-0.012073197395043539
14,6,0,22.86513619775712,1.1901267071021366,0.000595398778114679,1.1413736559906182,-0.011882385824291125
14,6,0,23.340231432103664,1.1903578237747543,0.0003804832621389716,1.1357729406391843,-0.011695500699088276
14,6,0,23.815326666450204,1.1904909224469309,0.0001825121408324244,1.1302600820954614,-0.011512533902289358
14,6,0,24.290421900796744,1.1905336942810252,2.168404344971009e-18,1.1248332236953753,-0.01133346250442757
14,6,0,24.533326119804713,1.190522957594805,-8.777832913231445e-05,1.1220912362716722,-0.01124340180957281
14,6,0,25.079860612572638,1.1904236989658141,-0.00027262498405217824,1.1160009330574054,-0.011044424493241388
14,6,0,25.626395105340567,1.1902279010594414,-0.0004413273592316011,1.110018006892477,-0.010850450126239726
14,6,0,26.172929598108496,1.1899439613500549,-0.0005954137117434948,1.1041397471786119,-0.010661390231684477
14,6,0,26.71946409087642,1.1895794889241864,-0.0007362452612915263,1.098363494378292,-0.010477146866081938
15,6,0,0.65,-9.401091555757672,26.47116253400401,,
15,6,0,0.695440703858846,-8.312521400679183,21.67541037234107,,
15,6,0,0.740881407717692,-7.413454993832163,18.05778263934652,-3.094441076620908,65.302937489761
15,6,0,0.786322111576538,-6.658967840469014,15.26516527744335,-0.7661111419104828,39.43322031907471
15,6,0,0.831762815435384,-6.017175475755702,13.066504307656967,0.6448342178727301,23.95260825322735
15,6,0,0.87720351929423,-5.464855683009859,11.305776822595654,1.5006660206514513,14.471056024677901
15,6,0,0.922644223153076,-4.984712727185082,9.874710061940174,2.013564106331185,8.559801578973008
15,6,0,0.968084927011922,-4.563610853592304,8.696352395434042,2.311328810175957,4.827980921941748
15,6,0,1.013525630870768,-4.19140141753224,7.714849945206856,2.4727638321877605,2.4550707343520086
15,6,0,1.058966334729614,-3.860123391702255,6.888898255055251,2.5474173701694713,0.9444179415626414
15,6,0,1.10440703858846,-3.5634466455777405,6.187438821663313,2.5669431225816233,-0.01135371736001832
15,6,0,1.149847742447306,-3.2962763390254906,5.586765246854833,2.551818815268066,-0.6061684548618534
15,6,0,1.195288446306152,-3.054466752575286,5.068536710294466,2.515415637386061,-0.9644120987163722
15,6,0,1.240729150164998,-2.8346108739412608,4.618388621734208,2.466515794507853,-1.166998518340745
15,6,0,1.2861698540238438,-2.633883329463289,4.224944345624091,2.4108993748597025,-1.2671866309489104
15,6,0,1.3316105578826898,-2.449921857669956,3.8791012872754083,2.3523612344806324,-1.3003694015775726
15,6,0,1.3770512617415358,-2.2807361688254275,3.573507839716479,2.2933721769639064,-1.290240502299866
15,6,0,1.4224919656003818,-2.1246380101247215,3.3021751638175276,2.235514365617211,-1.2527414296804733
15,6,0,1.4679326694592278,-1.9801858393721172,3.060185580386859,2.1797712471401467,-1.198624374094082
15,6,0,1.5133733733180739,-1.8461415838003175,2.8434710988800496,2.1267224330073553,-1.1351377984013897
15,6,0,1.5588140771769199,-1.7214359152878815,2.6486434828735903,2.076675730433931,-1.0671478279629083
15,6,0,1.604254781035766,-1.6051408246198937,2.4728626131071074,2.029757156047906,-0.9978919460263274
15,6,0,1.649695484894612,-1.4964466396419012,2.313733609190915,1.9859725876853815,-0.9294901334187293
15,6,0,1.695136188753458,-1.3946441248357464,2.16922575877159,1.9452501094371093,-0.863294231556237
15,6,0,1.740576892612304,-1.2991092290467525,2.0376081347156454,1.9074691181051349,-0.8001283242121213
15,6,0,1.78601759647115,-1.209290747410383,1.917398092361789,1.8724802964554794,-0.7404550402730024
15,6,0,1.831458300329996,-1.124700015101279,1.8073197879373428,1.8401192546366072,-0.6844910942420734
15,6,0,1.876899004188842,-1.0449022909609207,1.7062705529056292,1.8102157659849993,-0.6322877922838
15,6,0,1.9223397080476876,-0.9695095396807787,1.6132934708199713,1.7825999306468707,-0.5837872066895059
15,6,0,1.9677804119065336,-0.8981743224354176,1.5275548842498536,1.757106195495509,-0.5388613610750542
15,6,0,2.0132211157653797,-0.8305846464956107,1.4483258453381225,1.733575880050985,-0.4973395002335676
15,6,0,2.0586618196242257,-0.7664595720851497,1.374966739937047,1.7118586648526068,-0.459026974219616
15,6,0,2.1041025234830717,-0.7055453832539269,1.3069144802277959,1.6918133639187125,-0.42371820646809044
15,6,0,2.1495432273419177,-0.6476125088682569,1.2436717873735945,1.6733082083551043,-0.39120548317523857
15,6,0,2.1949839312007637,-0.5924525860356293,1.184798183647624,1.6562208015076871,-0.3612847913634667
15,6,0,2.2404246350596098,-0.5398761520031852,1.1299023896282434,1.6404378588670143,-0.3337595760929894
15,6,0,2.285865338918456,-0.48971051679173644,1.0786358816569415,1.6258548124188068,-0.30844303595376427
15,6,0,2.331306042777302,-0.44179796038781205,1.0306874116770315,1.6123753352723176,-0.2851593981282245
15,6,0,2.376746746636148,-0.3959941699434003,0.9857783287166995,1.599910825379788,-0.26374448791521055
15,6,0,2.422187450494994,-0.3521668220436276,0.943658570842105,1.588379875014804,-0.24404581742322023
15,6,0,2.46762815435384,-0.31019431990695684,0.9041032200525283,1.5777077440142928,-0.22592235359149263
15,6,0,2.513068858212686,-0.26996487140184466,0.8669095315958053,1.5678258486217125,-0.20924407937618147
15,6,0,2.558509562071532,-0.23137536792091998,0.8318943645301765,1.5586712733938797,-0.1938914286362535
15,6,0,2.603950265930378,-0.1943306570780496,0.7988919528075649,1.550186310548992,-0.1797546512849047
15,6,0,2.6493909697892235,-0.15874274162507995,0.7677519662940112,1.5423180289764442,-0.16673314801765426
15,6,0,2.6948316736480695,-0.1245301462853147,0.7383378194376206,1.5350178736399498,-0.15473480151739366
15,6,0,2.7402723775069155,-0.09161731269671668,0.7105251921054299,1.5282412950971171,-0.14367532212792242
15,6,0,2.7857130813657616,-0.059934082127201145,0.6842007327250466,1.5219474081936504,-0.13347761961544233
15,6,0,2.8311537852246076,-0.029415216657885292,0.6592609185116451,1.5160986785714126,-0.12407120810462673
15,6,0,2.8765944890834536,1.0769163338864018e-14,0.6356110514170493,1.5106606353844605,-0.11539164807696675
15,6,0,2.905360433974288,0.01807650547921824,0.6212667549556645,1.5074159215832361,-0.11024587164083363
15,6,0,2.9926092090845757,0.07047405703196974,0.5805030478744136,1.4984282826218982,-0.09613645481707286
15,6,0,3.0798579841948635,0.11948149867094676,0.5434766856738166,1.4905824701104098,-0.08401886559011089
15,6,0,3.167106759305151,0.1654052521465343,0.5097479843333163,1.4837178150949293,-0.07360073663756063
15,6,0,3.254355534415439,0.2085161646844886,0.478939892116223,1.4776971122740978,-0.06463522570357184
15,6,0,3.341604309525726,0.24905454110081096,0.4507275935835216,1.4724029821250246,-0.056913579310542625
15,6,0,3.428853084636014,0.2872343092835696,0.4248300711062775,1.467734826497549,-0.05025893084024314
15,6,0,3.5161018597463016,0.3232465359691375,0.4010032138827572,1.4636062786220607,-0.044521138480575005
15,6,0,3.6033506348565894,0.35726237881105216,0.37903415857000305,1.459943064445355,-0.039572491967623386
15,6,0,3.690599409966877,0.3894356620198105,0.358736616349204,1.4566812060641776,-0.035304141495246084
15,6,0,3.777848185077165,0.41990488808945703,0.3399469947998291,1.4537655098017708,-0.031623125122708366
15,6,0,3.8650969601874525,0.4487952253699515,0.322521163827263,1.4511482913512164,-0.028449891440997594
15,6,0,3.9523457352977402,0.47621998240551927,0.30633174630022814,1.4487882986281408,-0.025716231875999
15,6,0,4.039594510408028,0.5022820249944795,0.2912658383606401,1.446649799776547,-0.023363551905068586
15,6,0,4.126843285518316,0.5270749064243747,0.2772230832976958,1.4447018093829018,-0.021341422905388416
15,6,0,4.214092060628603,0.550683920147676,0.2641140377099988,1.4429174305744068,-0.01960636665865065
15,6,0,4.301340835738891,0.5731869807459133,0.2518587803688958,1.4412732944808506,-0.018120833029203066
15,6,0,4.388589610849179,0.594655401907488,0.24038572346002815,1.4397490816697294,-0.016852338308460536
15,6,0,4.475838385959467,0.6151545736811352,0.22963059326062604,1.4383271127429709,-0.015772737437759594
15,6,0,4.563087161069754,0.6347445689476816,0.21953555321995383,1.4369919974093308,-0.014857608007525124
15,6,0,4.650335936180042,0.6534806659038253,0.2100484471655309,1.4357303331022562,-0.0140857277693344
15,6,0,4.73758471129033,0.671413803784787,0.20112214420163588,1.43453044566428,-0.013438630543959348
15,6,0,4.8248334864006175,0.6885910382948497,0.19271396998762874,1.4333821658218933,-0.012900227989999982
15,6,0,4.912082261510905,0.7050558758054276,0.18478521162851533,1.4322766361729715,-0.012456486818388724
15,6,0,4.999331036621193,0.7208485493852506,0.17730068549379274,1.4312061442387474,-0.012095152782712342
15,6,0,5.086579811731481,0.7360063983484668,0.17022835899324318,1.4301639778243698,-0.011805514213009462
15,6,0,5.173828586841768,0.7505641141098378,0.16353901875137364,1.4291442995092685,-0.011578199047586198
15,6,0,5.261077361952055,0.7645539162458023,0.15720597879227047,1.4281420375722371,-0.01140500029905142
15,6,0,5.348326137062343,0.7780058208669687,0.1512048233189152,1.427152791061082,-0.011278725704265925
15,6,0,5.435574912172631,0.790947787780941,0.14551317948165193,1.4261727470572174,-0.011193067983382411
15,6,0,5.489930661294357,0.7987644012877223,0.14211463150588102,1.4255653578103042,-0.01115776222711096
15,6,0,5.966591023434759,0.8601170464072525,0.11646741506424946,1.4202451092251174,-0.011271108209374844
15,6,0,6.443251385575162,0.9107247068201937,0.09669816813928946,1.414755374946052,-0.011802832221817473
15,6,0,6.919911747715564,0.952972190836807,0.08116786032876688,1.4089729105080808,-0.012467069982128095
15,6,0,7.396572109855967,0.9885993380625067,0.06876801208056414,1.4028714921539172,-0.01312592309766457
15,6,0,7.873232471996369,1.0189039206000332,0.05872774024284616,1.3964706951662238,-0.01371676597346628
15,6,0,8.34989283413677,1.0448725972971817,0.05049786287354029,1.3898097595497352,-0.014215421913957423
15,6,0,8.826553196277175,1.0672682075053237,0.04367882591441201,1.3829342930859747,-0.014617107907851354
15,6,0,9.303213558417577,1.0866892534410475,0.03797450626961171,1.3758896616545633,-0.014926441493210466
15,6,0,9.779873920557979,1.103611477625652,0.033161804557462655,1.368717896064731,-0.015152178175339117
15,6,0,10.25653428269838,1.118417453381916,0.029070155077845723,1.3614564463929428,-0.015304461919860434
15,6,0,10.733194644838782,1.1314180795755857,0.02556742633363078,1.3541378921544318,-0.015393426042245265
15,6,0,11.209855006979186,1.14286840837116,0.022550034957559036,1.3467901279162504,-0.015428522926463174
15,6,0,11.686515369119588,1.1529794819738854,0.01993589540017266,1.3394367653884116,-0.015418245295494837
15,6,0,12.16317573125999,1.1619272795020232,0.017659314034738798,1.3320976137799945,-0.01537005416051813
15,6,0,12.639836093400394,1.1698596232101828,0.01566723924190674,1.324789166564952,-0.015290411645268212
15,6,0,13.116496455540794,1.1769014782499994,0.013916471821816519,1.3175250593301442,-0.01518486275254332
15,6,0,13.593156817681198,1.183159158165624,0.012371565212723699,1.3103164833598109,-0.015058135701959418
15,6,0,14.0698171798216,1.188723577269025,0.011003227687298953,1.3031725503488816,-0.014914244781122354
15,6,0,14.546477541962002,1.1936729278141023,0.009787094253931367,1.296100609197907,-0.01475658766195944
15,6,0,15.023137904102404,1.1980747469885225,0.008702773887960591,1.2891065185144484,-0.014588033581427674
15,6,0,15.499798266242808,1.2019876647698218,0.007733103936166202,1.2821948795245723,-0.014411001210526615
15,6,0,15.97645862838321,1.2054627673236147,0.006863561914834756,1.275369234320974,-0.014227526310911003
15,6,0,16.453118990523613,1.2085447739407416,0.006081797960018231,1.2686322341589875,-0.01403931990393565
15,6,0,16.929779352664013,1.2112729378093048,0.0053772605446515106,1.261985782093068,-0.013847817939729218
15,6,0,17.406439714804414,1.2136818548391812,0.004740894862383534,1.2554311537544434,-0.013654223519113698
15,6,0,17.88310007694482,1.2158021173932654,0.004164898247987253,1.2489690995749732,-0.013459542683682149
15,6,0,18.35976043908522,1.2176608507374707,0.0036425206786226422,1.242599931297704,-0.013264614703050737
15,6,0,18.83642080122562,1.2192821876139988,0.0031679011408097214,1.2363235951963325,-0.013070137683359878
15,6,0,19.313081163366025,1.2206876527185933,0.00273593270899381,1.2301397340587397,-0.012876690213837534
15,6,0,19.78974152550643,1.2218964764229785,0.002342150743719386,1.2240477396726381,-0.012684749666984425
15,6,0,20.26640188764683,1.2229259138934645,0.001982639810210741,1.2180467972799114,-0.012494707676495825
15,6,0,20.743062249787233,1.223791462514821,0.0016539558353129164,1.2121359232364168,-0.012306883236622249
15,6,0,21.219722611927637,1.224507076887034,0.0013530607306618102,1.2063139969190253,-0.01212153379719299
15,6,0,21.696382974068037,1.2250853496698437,0.0010772672629321004,1.200579787758297,-0.011938864669178243
15,6,0,22.173043336208437,1.2255376667589366,0.0008241923853380163,1.194931978137058,-0.011759037005364473
15,6,0,22.649703698348844,1.2258743420718172,0.0005917175860709606,1.189369182779635,-0.011582174578315818
15,6,0,23.126364060489244,1.2261047367864055,0.00037795507997317665,1.1838899651592576,-0.011408369542166555
15,6,0,23.603024422629645,1.2262373608065755,0.00018121888530289818,1.1784928513695858,-0.01123768733492991
15,6,0,24.07968478477005,1.2262799568896416,4.7704895589362195e-17,1.1731763418377372,-0.011070170853007405
15,6,0,24.32048163261775,1.2262695257256704,-8.608299183346857e-05,1.1705207387784207,-0.010986757554192457
15,6,0,24.862274540275074,1.226173024634816,-0.00026738081154864144,1.1646184117054432,-0.010802060830338142
15,6,0,25.404067447932402,1.225982651269817,-0.0004328720936679427,1.158815033240359,-0.010621492216376247
15,6,0,25.94586035558973,1.2257065502281692,-0.0005840517689637906,1.1531083713470502,-0.010445031953595425
15,6,0,26.487653263247054,1.2253521207176155,-0.0007222514621618051,1.1474962092223173,-0.010272644139999763
16,6,0,0.65,-8.959469511376298,25.431753116608057,,
16,6,0,0.6929319083266091,-7.966103328677913,21.04789466413922,,
16,6,0,0.7358638166532182,-7.137569683516721,17.69275765545891,-2.344024681042832,58.72345259865712
16,6,0,0.7787957249798273,-6.436487885343162,15.070856852191689,-0.3528220259678196,35.95184362739132
16,6,0,0.8217276333064364,-5.8358879624407125,12.984857839183542,0.8688426335142102,22.073778746266722
16,6,0,0.8646595416330455,-5.315848687692294,11.299151648151327,1.6168414298117737,13.439531588405188
16,6,0,0.9075914499596547,-4.861351065979492,9.918192218131116,2.0678984680519648,7.983195571972492
16,6,0,0.9505233582862638,-4.460867022436159,8.773166262761107,2.3302943033815406,4.497851211906804
16,6,0,0.9934552666128729,-4.105406312183812,7.81354026230005,2.4718089351639585,2.2588638164037524
16,6,0,1.036387174939482,-3.787858083412369,7.00155536263973,2.5356329350886364,0.8207158000145538
16,6,0,1.079319083266091,-3.5025263963114286,6.308555783230887,2.5496910628000835,-0.09620726056769532
16,6,0,1.1222509915927001,-3.2447965553200486,5.712487187732973,2.5322455310865433,-0.6705582868599117
16,6,0,1.1651828999193092,-3.0108910390120296,5.1961590177889745,2.4953394896545587,-1.0182539221417368
16,6,0,1.2081148082459183,-2.7976886491097166,4.7460161944748425,2.446955501339259,-1.2154992526876496
16,6,0,1.2510467165725274,-2.6025884100663346,4.351256937731254,2.39239247598071,-1.3129465465346455
16,6,0,1.2939786248991365,-2.4234056936107375,4.0031898799520675,2.335157792706783,-1.3445654658723478
16,6,0,1.3369105332257456,-2.2582926407775687,3.6947592631710338,2.2775532924726276,-1.3332939811323112
16,6,0,1.3798424415523547,-2.10567549437736,3.4201899340712374,2.221064851778871,-1.2946931289694805
16,6,0,1.4227743498789638,-1.964206012553653,3.1747188779083624,2.1666241018678987,-1.2393430981961409
16,6,0,1.4657062582055729,-1.8327224766950299,2.9543900483576695,2.114785838169734,-1.1744334385748372
16,6,0,1.508638166532182,-1.710218604583743,2.7558960302912565,2.0658491836937887,-1.1048300552577757
16,6,0,1.551570074858791,-1.5958183367530874,2.5764547283499963,2.019940836445221,-1.0337981590896301
16,6,0,1.5945019831854002,-1.4887555450076457,2.413712514337592,1.977072520317984,-0.9634963487229176
16,6,0,1.6374338915120092,-1.3883575334654983,2.2656675496424796,1.9371807421695117,-0.8953168266980805
16,6,0,1.6803657998386186,-1.2940309701121553,2.1306086265590225,1.900154327352003,-0.8301211760055883
16,6,0,1.7232977081652274,-1.2052506596933072,2.007066045447535,1.865853463500329,-0.7684046288316267
16,6,0,1.7662296164918367,-1.121550025669339,1.8937718987997927,1.8341228158361143,-0.7104109920632378
16,6,0,1.8091615248184456,-1.0425132807363253,1.7896277611882125,1.8048004886382898,-0.656213286742607
16,6,0,1.852093433145055,-0.9677685446715597,1.693678249886161,1.7777240696211023,-0.6057704180651677
16,6,0,1.8950253414716638,-0.8969823170420297,1.6050892694687682,1.7527346240317623,-0.5589669998903366
16,6,0,1.937957249798273,-0.8298546362727297,1.523130016584954,1.7296792489614128,-0.5156412882532023
16,6,0,1.980889158124882,-0.7661149143348164,1.4471580208979753,1.708412619551516,-0.475604691832648
16,6,0,2.0238210664514913,-0.7055185685043387,1.3766066511621828,1.6887978332684737,-0.43865530088257304
16,6,0,2.0667529747781,-0.6478438437714322,1.3109746333244316,1.6707067698404579,-0.40458716231120206
16,6,0,2.1096848831047095,-0.5928892764858638,1.2498172190370254,1.6540201216340227,-0.3731965289189904
16,6,0,2.1526167914313183,-0.5404714169996465,1.192738714408518,1.6386272045177375,-0.3442859589280808
16,6,0,2.1955486997579277,-0.49042287187701766,1.13938613492747,1.6244256272988444,-0.31766689278094384
16,6,0,2.2384806080845365,-0.44259059803181855,1.0894437968128072,1.6113208749215855,-0.2931611568930011
16,6,0,2.281412516411146,-0.396834349043222,1.0426286902389157,1.599225844180877,-0.2706017173306922
16,6,0,2.3243444247377547,-0.3530254065490898,0.9986865079772637,1.588060358898001,-0.24983291547341419
16,6,0,2.367276333064364,-0.31104547020779155,0.9573882255324956,1.5777506830236234,-0.2307103522757156
16,6,0,2.410208241390973,-0.27078552679056606,0.9185271470147066,1.56822904404891,-0.21310054051203287
16,6,0,2.453140149717582,-0.23214502674507675,0.8819163456955088,1.5594331747530306,-0.19688041022418062
16,6,0,2.496072058044191,-0.19503105275613508,0.8473864401538306,1.5513058782161222,-0.18193672785089257
16,6,0,2.5390039663708004,-0.15935762560847355,0.814783656681873,1.5437946188359597,-0.16816547159062156
16,6,0,2.5819358746974093,-0.12504505069454536,0.783968136626948,1.5368511405532332,-0.15547119256217615
16,6,0,2.6248677830240186,-0.09201938221341752,0.7548124539331232,1.5304311124340244,-0.14376638193363575
16,6,0,2.6677996913506274,-0.06021188757188323,0.7272003135888053,1.52449380104505,-0.13297085741291217
16,6,0,2.7107315996772368,-0.029558637816827937,0.7010254061979106,1.519001768592973,-0.12301117762505669
16,6,0,2.7536635080038456,-1.6288804542616378e-13,0.676190397645214,1.5139205955117558,-0.11382008942639298
16,6,0,2.781200143083884,0.018408671383074376,0.6609248050843473,1.5108630151076015,-0.10830072585087522
16,6,0,2.864915842047536,0.07188908450324132,0.6174534924558257,1.502446910289971,-0.0931550652363015
16,6,0,2.948631541011188,0.12190141263750973,0.5779856782702598,1.495205352932775,-0.08018228211321972
16,6,0,3.0323472399748397,0.1687604832328656,0.5420480674556287,1.4889702326800804,-0.06906192244871795
16,6,0,3.1160629389384917,0.21274442076684497,0.5092351170599502,1.4835981138645695,-0.059523473514685905
16,6,0,3.199778637902144,0.25409983921274426,0.47919773580739555,1.47896640527987,-0.051338228082576404
16,6,0,3.283494336865796,0.2930461612812421,0.45163412157085936,1.4749701535127449,-0.04431248729405408
16,6,0,3.367210035829448,0.32977924930733554,0.42628228690494563,1.4715193565206444,-0.038281896347478694
16,6,0,3.4509257347931,0.36447450601524817,0.40291392650144064,1.4685367104671152,-0.0331067296161753
16,6,0,3.5346414337567515,0.3972894559608021,0.3813293582503854,1.465955717139838,-0.028667966725179392
16,6,0,3.6183571327204036,0.42836589379375856,0.3613533284510269,1.4637190915223104,-0.02486402518444209
16,6,0,3.7020728316840557,0.45783191281130625,0.3428315165769853,1.461777419412084,-0.021608036943789585
16,6,0,3.7857885306477077,0.4858034186066638,0.32562760943615027,1.460088023593994,-0.01882557519586484
16,6,0,3.8695042296113593,0.5123855922314206,0.3096208411812194,1.4586140042240512,-0.01645275389636322
16,6,0,3.9532199285750114,0.5376740708198922,0.29470391633125115,1.4573234249860767,-0.014434636015989287
16,6,0,4.036935627538663,0.5617560155606266,0.28078124917040337,1.4561886214537212,-0.012723897796730348
16,6,0,4.1206513265023155,0.5847110223413104,0.2677674656492155,1.45518561210286,-0.011279705585179949
16,6,0,4.2043670254659675,0.6066119186815694,0.25558612401575537,1.4542935957240146,-0.010066769468682919
16,6,0,4.28808272442962,0.6275254735652893,0.24416861844464696,1.4534945217076702,-0.009054544223412415
16,6,0,4.371798423393272,0.6475130002879752,0.23345323636513998,1.452772721921351,-0.00821655323644777
16,6,0,4.455514122356924,0.6666308991072678,0.22338434536094914,1.452114594752198,-0.007529815288594366
16,6,0,4.539229821320575,0.6849311734300771,0.21391168969180038,1.451508333422598,-0.006974357549412775
16,6,0,4.622945520284228,0.7024618082677399,0.20498977987574277,1.4509436919574377,-0.006532800979607877
16,6,0,4.706661219247879,0.7192671389692067,0.1965773615325914,1.4504117832360157,-0.006190006672527837
16,6,0,4.790376918211532,0.7353882086899851,0.18863695194813485,1.4499049044389354,-0.005932773589100417
16,6,0,4.874092617175183,0.7508631024428442,0.1811344346744751,1.4494163859305536,-0.005749579724955747
16,6,0,4.957808316138835,0.7657271474170038,0.17403870401194235,1.4489404602280576,-0.005630360056462856
16,6,0,5.041524015102487,0.7800131888324604,0.16732135248423485,1.4484721482180867,-0.0055663156941508736
16,6,0,5.125239714066139,0.7937518173602479,0.16095639546994267,1.448007160209767,-0.005549749568318401
16,6,0,5.208955413029791,0.8069715185922074,0.15492002802981217,1.447541809772362,-0.0055739247157866375
16,6,0,5.261044967160089,0.8149469730747083,0.15132020636390334,1.4472506634666469,-0.005606894642003649
16,6,0,5.740699367243324,0.8804093056766461,0.12297291895578855,1.4444084289302124,-0.006352448911366208
16,6,0,6.220353767326559,0.9339901394948869,0.10137908394308631,1.4410956420192504,-0.0074915994973799305
16,6,0,6.700008167409794,0.9784271042274766,0.08458455509887493,1.437211820923393,-0.00869800212763459
16,6,0,7.179662567493029,1.0156903583804757,0.071290231124822,1.432764615345534,-0.00982557909834837
16,6,0,7.659316967576264,1.0472323664637497,0.06060584298374227,1.4278081974959227,-0.010816010905112848
16,6,0,8.138971367659499,1.0741463313410409,0.05190517888309331,1.4224132665285747,-0.011653549051156007
16,6,0,8.618625767742735,1.097269964878355,0.044737685983789854,1.4166526467345117,-0.012342490578670085
16,6,0,9.098280167825969,1.117255405402808,0.03877270764926112,1.4105947005083956,-0.012895837861995208
16,6,0,9.577934567909203,1.134617427857044,0.033763292134844636,1.404300674803044,-0.013329608361152998
16,6,0,10.057588967992439,1.1497674290306465,0.02952210702947696,1.3978240054448918,-0.013660043925664849
16,6,0,10.537243368075675,1.1630378723299584,0.02590504911026697,1.391210561204483,-0.013902319592553827
16,6,0,11.016897768158909,1.1747000850583342,0.022799866518110952,1.384499301214625,-0.014070025784548223
16,6,0,11.496552168242143,1.1849775790155292,0.020118117614014712,1.3777230759300165,-0.014175042463939537
16,6,0,11.976206568325379,1.194055947403338,0.017789395129907966,1.3709094370850705,-0.01422760358689671
16,6,0,12.455860968408615,1.2020904476596468,0.01575711587445196,1.364081393609778,-0.014236445456216308
16,6,0,12.93551536849185,1.2092119002271646,0.013975410084296628,1.3572580880075245,-0.014208983584262598
16,6,0,13.415169768575083,1.215531209724296,0.012406794701113515,1.3504553870037812,-0.014151490147853689
16,6,0,13.89482416865832,1.2211429573145276,0.011020413157767486,1.3436863897562563,-0.01406925889064826
16,6,0,14.374478568741555,1.2261282170909342,0.009790689720510486,1.336961861136359,-0.013966752191733765
16,6,0,14.85413296882479,1.2305568688901114,0.008696290727480072,1.330290599036182,-0.013847729102392277
16,6,0,15.333787368908023,1.2344894053222273,0.0077193154765701575,1.3236797446864585,-0.013715355170133387
16,6,0,15.81344176899126,1.2379784189177627,0.006844660683940302,1.317135044331044,-0.01357229576582691
16,6,0,16.293096169074495,1.2410698468350674,0.006059517355213846,1.3106610696913499,-0.01342079493047049
16,6,0,16.77275056915773,1.2438039300071067,0.005352969553537336,1.3042614036800335,-0.013262741753408414
16,6,0,17.252404969240963,1.2462160622877723,0.004715672222582888,1.2979387968902947,-0.013099726143806842
16,6,0,17.732059369324197,1.2483374982798,0.004139590813611547,1.2916952995430435,-0.01293308564878029
16,6,0,18.211713769407435,1.25019588352189,0.003617789578617505,1.2855323728342303,-0.01276394475058641
16,6,0,18.69136816949067,1.2518157849285303,0.0031442584447134315,1.2794509829886593,-0.012593247864644103
16,6,0,19.171022569573903,1.2532190734223922,0.002713770670800691,1.27345168078717,-0.012421787070011668
16,6,0,19.65067696965714,1.2544252831507348,0.002321765212851582,1.2675346688801252,-0.012250225437774877
16,6,0,20.130331369740375,1.2554518801325316,0.001964249036249959,1.261699858820004,-0.012079116680396322
16,6,0,20.60998576982361,1.2563145550556087,0.0016377156187506459,1.2559469194288553,-0.011908921724617348
16,6,0,21.089640169906843,1.2570274126959546,0.0013390766628354183,1.2502753178522263,-0.01174002270946867
16,6,0,21.569294569990078,1.2576031656204534,0.001065604638036191,1.244684354431559,-0.011572734826658472
16,6,0,22.048948970073315,1.258053287089778,0.0008148842438481579,1.239173192344113,-0.01140731635054843
16,6,0,22.52860337015655,1.2583881795484135,0.0005847712531665637,1.2337408828073575,-0.011243977146809133
16,6,0,23.008257770239783,1.2586172539471856,0.00037335748796623637,1.2283863865179316,-0.01108288590068796
16,6,0,23.48791217032302,1.2587490635995833,0.00017894091070948508,1.2231085918898317,-0.010924176265929243
16,6,0,23.967566570406255,1.2587913898610616,4.336808689942018e-19,1.2179063305678262,-0.010767952102328728
16,6,0,24.207242236110318,1.2587812466950967,-8.404662237810907e-05,1.2153347675776316,-0.010690846040515529
16,6,0,24.746512483944457,1.2586874636597174,-0.0002610739311933283,1.2096157984268008,-0.01051973724904486
