lr,la,rho*,T*,B2*,dB2*_dT*,B3*,dB3*_dT*
7,6,0,34.17149542639521,0.7716816932720648,0.0003796026307751532,0.6202692935597338,-0.008883723228518459
7,6,0,34.78660539152404,0.7718728807211247,0.00024371988714132903,0.6148658865104427,-0.008686414696169308
7,6,0,35.401715356652865,0.7719834897618696,0.00011743423662397608,0.6095816264604522,-0.0084962599846418
7,6,0,36.016825321781695,0.7720191683267084,2.168404344971009e-18,0.6044122259341423,-0.008312896125486639
7,6,0,36.37699357499951,0.7720073926714673,-6.492707899465955e-05,0.601437041873511,-0.008208545898177768
7,6,0,37.1873721447396,0.7718986013385852,-0.00020141609010883993,0.5948777134299144,-0.007981513771387692
7,6,0,37.99775071447969,0.7716842459224996,-0.00032567557405645655,0.5884981962849566,-0.007764664543252512
7,6,0,38.80812928421978,0.7713737465796933,-0.00043887895682751194,0.5822904990744526,-0.007557363882479483
7,6,0,39.61850785395987,0.7709756316414828,-0.000542070383427796,0.5762471235340328,-0.007359028270940951
8,6,0,0.9333407468938091,-9.281504722876676,15.580025937232538,,
8,6,0,1.0277876625250788,-7.983362429508185,12.123455451369683,-2.2771397963847106,34.62470100951693
8,6,0,1.1222345781563485,-6.9594264330056195,9.693587723698045,0.11216813912976052,17.889510975820635
8,6,0,1.2166814937876183,-6.131732608412447,7.921904878454345,1.3542627369504623,9.328540157414672
8,6,0,1.311128409418888,-5.449228771741682,6.591153681917309,1.9980244971624463,4.766345255846124
8,6,0,1.4055753250501577,-4.877110515500077,5.566669231191743,2.3185332737066884,2.2653372628008435
8,6,0,1.5000222406814274,-4.390845911973376,4.761440240701596,2.4603407459436357,0.8716166641643763
8,6,0,1.5944691563126971,-3.972652494183992,4.117247484108876,2.502293891663093,0.09230337002409501
8,6,0,1.6889160719439666,-3.609328916397566,3.5939589234152374,2.488658808264478,-0.3376133493169321
8,6,0,1.7833629875752366,-3.2908711455485067,3.163190683205622,2.444821861590939,-0.5653736343062556
8,6,0,1.877809903206506,-3.0095608564776186,2.804413620755388,2.385546793283353,-0.6750098850967305
8,6,0,1.972256818837776,-2.759348876265733,2.5024847658808995,2.3194725388548885,-0.7155272303761047
8,6,0,2.0667037344690455,-2.535427800127241,2.2460379058992794,2.2516375006332066,-0.7159852700980065
8,6,0,2.1611506501003155,-2.333929115000548,2.0264080905820063,2.1849324967213737,-0.693822081115932
8,6,0,2.255597565731585,-2.151705154459665,1.8368969560020918,2.120955044348648,-0.6595729609945091
8,6,0,2.350044481362855,-1.986168658969703,1.6722608743635692,2.060520580107277,-0.619608246302275
8,6,0,2.4444913969941244,-1.835173810656966,1.5283479537820701,2.003972753699638,-0.5777540575971196
8,6,0,2.5389383126253944,-1.696925974920056,1.4018364224005528,1.9513738056394092,-0.5362684859078534
8,6,0,2.633385228256664,-1.5699127308937362,1.2900432963292197,1.9026222158307249,-0.496438245443944
8,6,0,2.7278321438879334,-1.4528506084581654,1.1907825615730907,1.857525641219904,-0.45894781310827576
8,6,0,2.8222790595192033,-1.3446435325202282,1.1022587556370822,1.815846062371901,-0.4241100256533567
8,6,0,2.916725975150473,-1.2443497375749444,1.022986202946448,1.7773275087862985,-0.3920111514058304
8,6,0,3.0111728907817428,-1.1511556763198225,0.9517270749901364,1.7417128001709432,-0.3626025421604494
8,6,0,3.1056198064130123,-1.0643549323150043,0.887443424545122,1.708753343318266,-0.33575858907818484
8,6,0,3.200066722044282,-0.9833312072726823,0.8292597050333013,1.6782145424356616,-0.3113132553186581
8,6,0,3.2945136376755517,-0.9075443501215937,0.7764332360217114,1.649878453872339,-0.28908290794117814
8,6,0,3.3889605533068217,-0.8365191101255429,0.7283307469813091,1.6235447302394597,-0.2688803558459973
8,6,0,3.483407468938091,-0.7698355942395245,0.6844096111147285,1.5990305251548493,-0.25052323715913566
8,6,0,3.577854384569361,-0.7071214928329552,0.6442027277182396,1.5761697896268736,-0.23383878330984686
8,6,0,3.6723013002006306,-0.6480455156677217,0.6073062646385147,1.5548122357845358,-0.218666273849231
8,6,0,3.7667482158319,-0.5923119479371471,0.5733696589594448,1.5348221428231619,-0.20485803655923393
8,6,0,3.86119513146317,-0.5396560008644846,0.5420874128426602,1.5160771144091927,-0.1922795492616575
8,6,0,3.9556420470944396,-0.48983986424681897,0.5131923255712446,1.4984668540719739,-0.18080900516743215
8,6,0,4.0500889627257095,-0.44264941139693287,0.48644988159754426,1.4818919973800988,-0.17033657605879582
8,6,0,4.1445358783569795,-0.3978912384455419,0.4616535744128985,1.4662630218071946,-0.1607635237320035
8,6,0,4.238982793988249,-0.35539038000382794,0.43862099212343003,1.451499243773224,-0.1520012549107357
8,6,0,4.3334297096195185,-0.314988020142677,0.41719052622300673,1.4375279051905747,-0.14397037850681932
8,6,0,4.427876625250788,-0.2765397608983096,0.39721859274905086,1.4242833474883239,-0.13659980026985555
8,6,0,4.522323540882058,-0.23991401178772137,0.378577276685953,1.4117062685651653,-0.12982587432792306
8,6,0,4.616770456513328,-0.20499056759586542,0.3611523275481431,1.3997430567877727,-0.12359162109614588
8,6,0,4.711217372144598,-0.17165949263868924,0.3448414475876962,1.3883451955803987,-0.11784601466929014
8,6,0,4.805664287775867,-0.1398199728566786,0.32955282482718595,1.377468732057681,-0.11254333888434938
8,6,0,4.900111203407137,-0.10937942281056831,0.31520387172349834,1.367073803349904,-0.10764260891360818
8,6,0,4.994558119038407,-0.08025269416990652,0.30172013718628526,1.3571242146330278,-0.1031070539742832
8,6,0,5.089005034669677,-0.052361230613705956,0.28903436526241905,1.3475870633249907,-0.0989036561467154
8,6,0,5.183451950300946,-0.025632665551220776,0.27708567833122777,1.338432404393171,-0.09500274013069394
8,6,0,5.277898865932216,4.731707721900143e-15,0.26581886634915297,1.3296329522028794,-0.09137760887327155
8,6,0,5.3306778545915385,0.013869991203515144,0.25980089291253267,1.3248609996916763,-0.08946289346055064
8,6,0,5.485789548571333,0.05285927610286751,0.24318051601720975,1.3113959385412308,-0.08425468304171177
8,6,0,5.640901242551127,0.08938511744011778,0.22800854012759106,1.2986943723885327,-0.07960498406445564
8,6,0,5.796012936530921,0.12365938237489603,0.21412392894925172,1.2866756017014542,-0.07543935415500888
8,6,0,5.951124630510716,0.1558706892584864,0.20138729786272166,1.275269576513935,-0.07169458104107723
8,6,0,6.10623632449051,0.18618749660247838,0.18967752091757561,1.2644153029210068,-0.06831682913425677
8,6,0,6.261348018470304,0.2147606994501311,0.17888894154058405,1.2540595108261605,-0.06526011325216607
8,6,0,6.416459712450099,0.24172583935305586,0.16892906733297047,1.2441555370411392,-0.06248503910463455
8,6,0,6.571571406429893,0.2672050779686495,0.1597166553406087,1.234662386297205,-0.05995776148018742
8,6,0,6.726683100409687,0.2913086295725962,0.1511801140569398,1.2255439395944074,-0.05764912033720829
8,6,0,6.8817947943894815,0.31413634242344646,0.14325616371521024,1.2167682848830845,-0.05553392254034696
8,6,0,7.036906488369275,0.33577880638907637,0.1358887082783638,1.2083071495858442,-0.05359034308259541
8,6,0,7.192018182349069,0.3563183861016297,0.12902788177602573,1.2001354181302482,-0.05179942455829718
8,6,0,7.3471298763288635,0.3758301601718193,0.12262923888725731,1.1922307206372027,-0.050144657624231585
8,6,0,7.502241570308658,0.39438266098528274,0.11665306538731039,1.1845730813303215,-0.04861162838892517
8,6,0,7.657353264288452,0.41203866783352866,0.11106378861409956,1.1771446172048698,-0.04718772125510039
8,6,0,7.812464958268246,0.4288556097206416,0.10582947172874482,1.1699292791069855,-0.04586186782846419
8,6,0,7.967576652248041,0.44488630536279217,0.10092137844487412,1.162912628694403,-0.04462433419593379
8,6,0,8.122688346227836,0.46017930412081925,0.09631359723715043,1.1560816458336283,-0.04346654024644115
8,6,0,8.27780004020763,0.47477934776503194,0.09198271592924342,1.1494245618807952,-0.04238090582053006
8,6,0,8.432911734187424,0.488727711231625,0.08790753909709349,1.1429307150292605,-0.041360719381253706
8,6,0,8.588023428167217,0.5020625457946272,0.08406884197645456,1.1365904245160652,-0.04040002563854959
8,6,0,8.743135122147011,0.5148191553678865,0.08044915559041863,1.1303948809840678,-0.039493529164388926
8,6,0,8.898246816126806,0.5270302404526476,0.0770325786574482,1.1243360507166098,-0.03863651153226568
8,6,0,9.0533585101066,0.5387262112732161,0.07380461253672788,1.1184065918112294,-0.03782475992258649
8,6,0,9.208470204086394,0.5499352366211915,0.0707520160473615,1.112599780651543,-0.037054505471778125
8,6,0,9.363581898066188,0.5606835798379616,0.06786267747585846,1.1069094472811154,-0.03632236992074897
8,6,0,9.518693592045983,0.5709956897439992,0.06512550148907008,1.1013299184889478,-0.03562531934844039
8,6,0,9.673805286025777,0.5808943696625082,0.06253030900415157,1.0958559675891153,-0.034960623967243705
8,6,0,9.828916980005571,0.5904009116971681,0.06006774834898474,1.0904827700233244,-0.03432582311604955
8,6,0,9.927206149805627,0.5962310150717041,0.0585720168593266,1.087128060322219,-0.03393802535654377
8,6,0,10.480324402147124,0.626469705357573,0.05099170259646101,1.0689225235516133,-0.03193981150164007
8,6,0,11.03344265448862,0.6528622916795319,0.04462013778937876,1.0517470784024885,-0.030202632036111343
8,6,0,11.586560906830117,0.6760090671072191,0.0392208719898551,1.0354733740922248,-0.02867147310492515
8,6,0,12.139679159171614,0.6963953494593985,0.0346119221263598,1.019999140605687,-0.02730611672101803
8,6,0,12.692797411513112,0.7144174188608914,0.0306514609775003,1.0052413518054988,-0.02607658767952101
8,6,0,13.245915663854609,0.730401907922381,0.027227695661946546,0.9911314509482007,-0.024960133051248022
8,6,0,13.799033916196105,0.7446201203872097,0.024251592992620415,0.9776119562105339,-0.023939181567977655
8,6,0,14.352152168537602,0.757299162053689,0.02165157369267607,0.9646340060907495,-0.02299994129016788
8,6,0,14.905270420879098,0.7686304409475214,0.019369590412822355,0.9521555556403337,-0.022131420308712756
8,6,0,15.458388673220595,0.7787763631483532,0.01735819280811753,0.9401400304851366,-0.02132473240365852
8,6,0,16.01150692556209,0.7878753737810498,0.015578306288370421,0.9285553076631058,-0.02057259759603954
8,6,0,16.56462517790359,0.7960463274506974,0.013997533260959698,0.9173729330900743,-0.019868977922320338
8,6,0,17.117743430245085,0.8033916525326108,0.012588841341473353,0.9065675126731421,-0.019208808313939733
8,6,0,17.670861682586583,0.8100000739603825,0.011329541244958406,0.8961162325034414,-0.018587795235395145
8,6,0,18.22397993492808,0.8159487913492396,0.010200483699082049,0.8859984761887603,-0.018002264195041456
8,6,0,18.777098187269576,0.8213052321711937,0.009185423499602337,0.8761955161591711,-0.017449042923589307
8,6,0,19.33021643961107,0.826128492656524,0.00827051222836165,0.8666902619470485,-0.016925370878148927
8,6,0,19.88333469195257,0.8304706372987744,0.007443890820527491,0.8574670528300513,-0.016428828388002543
8,6,0,20.436452944294068,0.834377587552376,0.006695360214019112,0.8485114853805424,-0.01595728060865967
8,6,0,20.989571196635563,0.8378900502329389,0.006016113497751411,0.839810268757469,-0.015508832752748617
8,6,0,21.54268944897706,0.841044192037586,0.00539851682652482,0.8313511022598443,-0.01508179399196994
8,6,0,22.095807701318556,0.8438722230449258,0.0048359292532308435,0.823122570908406,-0.014674648089009585
8,6,0,22.648925953660054,0.8464029306980907,0.004322553806180353,0.8151140557554041,-0.014286029300115324
8,6,0,23.202044206001553,0.8486621286682404,0.0038533137954297803,0.8073156563272309,-0.0139147024415023
8,6,0,23.755162458343047,0.8506729373989912,0.003423749600873408,0.7997181231411757,-0.013559546272863576
8,6,0,24.308280710684542,0.8524561866700198,0.003029932173795159,0.7923127986499534,-0.013219539544855332
8,6,0,24.86139896302604,0.8540306978407819,0.002668390243659217,0.7850915652866721,-0.012893749202699685
8,6,0,25.41451721536754,0.8554134372754073,0.002336048815742755,0.7780467995321606,-0.012581320347924852
8,6,0,25.967635467709034,0.8566197981092574,0.0020301770117001827,0.7711713311224656,-0.0122814676440141
8,6,0,26.520753720050532,0.857663731866756,0.0017483436750588429,0.7644584066695431,-0.011993467916044094
8,6,0,27.073871972392027,0.8585579184289531,0.00148837945313404,0.7579016570921406,-0.011716653744135703
8,6,0,27.626990224733525,0.859313900301574,0.0012483443065840864,0.7514950683533776,-0.011450407889285577
8,6,0,28.180108477075024,0.859942227472994,0.001026499579725107,0.7452329550820905,-0.01119415842053134
8,6,0,28.73322672941652,0.8604525157476528,0.000821283919494961,0.7391099367206061,-0.010947374436390503
8,6,0,29.286344981758017,0.8608535678546598,0.0006312924523554026,0.7331209158954224,-0.010709562292572585
8,6,0,29.83946323409951,0.8611534507308003,0.00045525872810571813,0.7272610587514239,-0.010480262263201668
8,6,0,30.39258148644101,0.8613595581436639,0.00029203902114111405,0.721525777027141,-0.010259045575043793
8,6,0,30.945699738782505,0.8614786799599676,0.00014059864610941903,0.7159107116791679,-0.010045511764150339
8,6,0,31.498817991124003,0.861517086383774,-8.673617379884035e-19,0.7104117178894123,-0.009839286312400653
8,6,0,31.813806171035242,0.8615051049939859,-7.555165736174586e-05,0.7073305205179345,-0.00972497652250042
8,6,0,32.522529575835534,0.8613943755209111,-0.00023444394150546992,0.7005271677986507,-0.009475712816088156
8,6,0,33.23125298063582,0.8611761340467201,-0.0003791885425958393,0.6938967328527215,-0.009236900996604515
8,6,0,33.93997638543612,0.8608599178928819,-0.0005111382921734282,0.6874320273614356,-0.009007930608763176
8,6,0,34.64869979023641,0.8604543557183648,-0.0006314972805691956,0.6811262790662301,-0.008788237234281533
9,6,0,0.8891021526587108,-8.744361161760583,15.903731508618607,,
9,6,0,0.9688028702116145,-7.612973225083444,12.668694671953833,-1.793949683587088,35.35746282017949
9,6,0,1.0485035877645181,-6.701547274436601,10.321262370686348,0.30595921571974416,19.065399523365773
9,6,0,1.1282043053174218,-5.952130480764568,8.565345598148385,1.4421004555839225,10.317460346816846
9,6,0,1.2079050228703254,-5.325409686646224,7.21838652995031,2.052419248268856,5.460137549048344
9,6,0,1.287605740423229,-4.793796848611067,6.162996320191118,2.3674397622511223,2.6995151595506712
9,6,0,1.3673064579761327,-4.337371878252389,5.320972124998983,2.5134660990269975,1.1094088828168707
9,6,0,1.4470071755290363,-3.94139798108821,4.638619025972596,2.5619485527611467,0.19129862482816323
9,6,0,1.52670789308194,-3.5947418781484624,4.078096105960562,2.554331545909204,-0.33262695162827105
9,6,0,1.6064086106348436,-3.2888380029725015,3.6121228120564903,2.5151099715966168,-0.6217325496924675
9,6,0,1.6861093281877473,-3.0169898550025716,3.2206353015300824,2.458945254255121,-0.7696564050062966
9,6,0,1.765810045740651,-2.7738874052004263,2.888614143468235,2.3946670439198647,-0.8325047878473886
9,6,0,1.8455107632935546,-2.5552664874995985,2.6046374015677656,2.3275847068095636,-0.8444188540093464
9,6,0,1.9252114808464582,-2.3576637978858908,2.359895224448485,2.2608535046554272,-0.8264121780522683
9,6,0,2.004912198399362,-2.178237590091431,2.14750523609508,2.196297988018241,-0.7915117711240932
9,6,0,2.0846129159522655,-2.014634345359747,1.9620282831615388,2.1349164730546715,-0.747813288011259
9,6,0,2.164313633505169,-1.8648885967379887,1.7991202797593715,2.077194326315907,-0.7003308857689212
9,6,0,2.244014351058073,-1.7273460512641199,1.6552781616285377,2.0233005988496338,-0.6521355999237204
9,6,0,2.3237150686109764,-1.6006045259237627,1.527651981620329,1.973212398728304,-0.605065745382308
9,6,0,2.40341578616388,-1.483467780148479,1.41390418708003,1.9267939141051391,-0.560175518096435
9,6,0,2.4831165037167837,-1.3749090658792098,1.3121030179584359,1.8838466649847687,-0.5180210472268615
9,6,0,2.562817221269687,-1.2740422416727788,1.2206408933939101,1.844141340936291,-0.4788441879741502
9,6,0,2.6425179388225906,-1.1800984565248895,1.1381713135402056,1.8074377759027616,-0.4426912423655141
9,6,0,2.722218656375494,-1.0924074818597262,1.06355962965223,1.7734972484707103,-0.40948986256995135
9,6,0,2.801919373928398,-1.0103824201938354,0.9958443069208747,1.742089809833684,-0.3790988588438168
9,6,0,2.8816200914813015,-0.9335071347843631,0.9342062010792291,1.7129983959494213,-0.35134033524675073
9,6,0,2.961320809034205,-0.8613258797426879,0.8779440094686881,1.6860208722718972,-0.32602024324702833
9,6,0,3.041021526587109,-0.7934348616190183,0.8264545187166924,1.6609707648355383,-0.3029413224963471
9,6,0,3.1207222441400124,-0.729474950516033,0.7792166075443355,1.637677173400132,-0.28191103435033843
