ms,lr,la,T*,Pl*,Ps*,rhol*,rhos*,dHmelting*,dHmelting*_ave,dUmelting*
1,18,6,2.13,19.643953836540863,20.161790377405648,1.006786,1.09939,2.2275631842039516,2.720202141965345,1.0563084126468383
1,18,6,2.75,29.68199167708073,30.22616735816046,1.047321,1.135358,2.8396430142464375,3.339105181410052,1.1201768210447387
1,18,6,2.8,30.49378285428643,31.069013121719568,1.049961,1.138002,2.8671335166208465,3.3938326380861383,1.1251853849537616
1,21,6,1.2,6.2734157560609844,6.231824796300924,0.918576,1.031896,1.871029612596851,1.8282130182556393,1.0807711697075741
1,21,6,1.24,6.776762261934516,6.763504258935266,0.92257,1.034924,1.8860537315671078,1.872445905960396,1.0767218295426146
1,21,6,1.3,7.514741889527618,7.577321827043239,0.928072,1.039358,1.8803939540114967,1.9442006122453033,1.0736196450887276
1,21,6,1.69,12.636470332416897,12.997824193951512,0.960142,1.065467,2.025541189702574,2.3832843036764397,1.063725886028493
1,21,6,2.26,20.740766583354162,21.371592051987005,0.997714,1.097329,2.397818770307424,3.00138914696811,1.0839272559360158
1,21,6,2.8,28.961342264433892,29.687318820294927,1.026948,1.122781,2.8875131967008265,3.5642624863501253,1.1261224998750312
1,21,6,2.97,31.64699232691827,32.34901652086978,1.035286,1.130073,3.0829721569607607,3.73265616627656,1.1416465020495126
1,21,6,3.87,46.28426783304174,47.00328077980505,1.072859,1.164351,4.023850962259438,4.6676930582267495,1.2493616470882278
1,21,6,4.97,65.33559522619345,65.77829732566858,1.110431,1.199029,5.383412546863276,5.767385988728063,1.4058036090977248
1,21,6,6.0,79.85930807298175,84.04561079730067,1.139457,1.226585,3.6919772306923306,7.256416834724961,1.3301844763809072
1,21,6,6.33,89.99762081979505,89.99371949512623,1.148003,1.234644,7.117624843789045,7.114334290042971,1.618701769557612
1,22,6,1.0,3.9189983629092726,3.7629014846288427,0.897402,1.021874,1.82605443864034,1.6626883125635628,1.1406322919270182
1,22,6,1.2,6.274908900274932,6.353772381904523,0.917587,1.036166,1.8126896175956009,1.8937318969355257,1.1062618795301176
1,22,6,1.23,6.632494818795302,6.757644348912772,0.920235,1.038192,1.803374581354661,1.9316559823919408,1.104280924768808
1,22,6,1.3,7.50727815296176,7.684654566358411,0.926683,1.042812,1.8265270107473133,2.0072383432590013,1.0946590352411896
1,22,6,1.67,12.299824418895277,12.721405298675332,0.956083,1.065082,1.9947847513121708,2.4131455673181588,1.0748400849787552
1,22,6,2.23,20.136550137465633,20.720863134216447,0.991931,1.093577,2.4374101224693767,2.999078730291547,1.0850850207448137
1,22,6,2.8,28.593392051987006,29.219402474381404,1.021089,1.11809,2.995012871782052,3.5814929721546798,1.125715544863784
1,22,6,2.95,30.872153536615848,31.49740327418146,1.027779,1.123967,3.156641614596346,3.7390021705272343,1.141976334355771
1,22,6,3.84,45.06036363409147,45.43631009747563,1.063628,1.155109,4.280142764308927,4.619662617484885,1.25007903524119
1,22,6,4.94,63.582380079980005,63.41733176705824,1.099476,1.187095,5.813706248437896,5.669080907120876,1.40682622844289
1,22,6,6.0,82.21953984004,81.36273451637089,1.127915,1.21325,7.422242964258928,6.689350521313778,1.590796675831042
1,22,6,6.3,87.60625198700325,86.55796550862286,1.135324,1.220013,7.855297975506133,6.963865575966851,1.6376118670332414
1,23,6,1.2,6.286424343914022,6.312232861784554,0.916849,1.036978,1.8809287953011746,1.9074509451386756,1.1118484053986504
1,23,6,1.22,6.51298416395901,6.569468097975506,0.918395,1.038314,1.8739187753061737,1.9318372195740907,1.1099427843039233
1,23,6,1.3,7.500017860534866,7.64229351412147,0.925578,1.043531,1.880255578605348,2.025265603079365,1.1010910122469384
1,23,6,1.65,11.99592479380155,12.4198175956011,0.95267,1.064332,2.0035639765058733,2.4251685548623403,1.0815062034491385
1,23,6,2.21,19.676057335666084,20.426271782054485,0.986946,1.092439,2.32696350912272,3.0504428552354517,1.0887214141464632
1,23,6,2.8,28.295942214446388,29.215568607848034,1.015912,1.117284,2.8273693826543322,3.6915526834933234,1.1247588527868033
1,23,6,2.92,30.093744938765308,31.06958707823044,1.021222,1.121883,2.910615371157217,3.8233306584493567,1.1351644829300673
1,23,6,3.81,43.94302534366408,44.99643976505874,1.055498,1.152367,3.8063070232441873,4.762434184000281,1.2194796450887284
1,23,6,4.91,62.052687853036744,62.952666283429146,1.089773,1.18354,5.10212894276431,5.895275784071122,1.3539439440139969
1,23,6,6.0,80.72635108722818,81.46696010997249,1.117607,1.209609,6.380141064733806,7.0176497416809696,1.498079712571859
1,23,6,6.28,85.61100632341915,86.26098575356161,1.124049,1.215714,6.748656185953493,7.305161116259895,1.5400572956760818
1,23,6,7.96,115.81795651087228,115.95674281429643,1.158325,1.248469,8.907285678580351,9.022829565581766,1.7956829542614372
1,24,6,1.0,3.9701566833291677,3.7847379605098728,0.89766,1.027067,1.8973924333416647,1.7038269296179318,1.1597700299925018
1,24,6,1.2,6.2982184928767815,6.372508967758061,0.916317,1.039903,1.870418340414897,1.9466533948466762,1.1257986853286686
1,24,6,1.21,6.398512744313921,6.50239480379905,0.916876,1.040513,1.857803614096476,1.964371174518413,1.1279298325418652
1,24,6,1.3,7.499104771307174,7.681411824543864,0.92471,1.04588,1.8804472031991994,2.06616914711994,1.115079280179955
1,24,6,1.64,11.801425068732817,12.27287730567358,0.949722,1.064416,1.9852924243939007,2.454971232032853,1.0902742139465134
1,24,6,2.19,19.272020569857535,19.996924043989004,0.982568,1.089958,2.3613317170707333,3.0627978112729544,1.0931666618345415
1,24,6,2.8,28.036311697075732,28.882466983254183,1.011319,1.113789,2.9161171957010694,3.7143442484042644,1.1257404398900275
1,24,6,2.9,29.497387653086726,30.385792251937016,1.015414,1.117351,2.987761109722566,3.822803894528187,1.131434499164459
1,24,6,3.78,42.98566415896026,43.778776105973506,1.04826,1.145501,4.003106548362901,4.72758197940114,1.216655751062235
1,24,6,4.89,60.81832189452638,61.38684568857786,1.081106,1.17494,5.354089752561855,5.858919983604734,1.348127113221694
1,24,6,6.0,79.46075563609098,79.608384103974,1.108358,1.199764,6.846147663084238,6.974210547917391,1.5085077080729805
1,24,6,6.25,83.80325921019745,83.75620559860035,1.113953,1.204867,7.263280029992501,7.222649315073035,1.550749325168706
1,24,6,7.94,113.44691827043239,112.60373681579604,1.146799,1.235773,9.609067033241672,8.900200421531828,1.8089763809047739
1,25,6,1.2,6.298314173956511,6.255236640839791,0.915652,1.039401,1.9826720719820043,1.938431120868294,1.123569535116221
1,26,6,1.19,6.1986218520369905,6.182563316670832,0.914601,1.041416,1.977866430892277,1.961369323853914,1.1372487728067981
1,26,6,1.2,6.32072577355661,6.323112219445138,0.915744,1.04197,1.968175341164709,1.9706080660400405,1.1336305523619092
1,26,6,1.3,7.52656687828043,7.623191302174456,0.923538,1.047373,1.994974426393402,2.0933980757036985,1.1234653986503371
1,26,6,1.61,11.374299950012496,11.735933041739564,0.944946,1.06276,2.09532088727818,2.456783078115529,1.101135018745314
1,26,6,2.16,18.632351887028243,19.3053776055986,0.975291,1.08616,2.425006973256682,3.0798711446298968,1.0966181774556358
1,26,6,2.8,27.62928640339915,28.430757735566107,1.003573,1.108971,3.0184914771307163,3.7791725505663676,1.1273713831542114
1,26,6,2.85,28.350565233691576,29.17966915771057,1.005635,1.110599,3.0475059235191218,3.832928684608981,1.1271831529617595
1,26,6,3.73,41.37911207198201,42.213431442139466,1.03598,1.136469,4.000797025743566,4.7705931110899895,1.202790869782554
1,26,6,4.83,58.501755161209694,59.14223204198951,1.066325,1.163248,5.341083604098976,5.916762525707431,1.3257121569607602
1,26,6,6.0,77.42429970007498,77.6916133716571,1.092486,1.187144,6.896740639840033,7.131664395054661,1.4793896325918512
1,26,6,6.21,80.87511619595102,81.10174883779055,1.09667,1.19105,7.1474609347663005,7.345938412259089,1.5017388852786802
1,26,6,7.91,109.46046313421644,109.1112206948263,1.127015,1.219407,9.371058485378668,9.072891528408398,1.7252835041239685
1,26,6,10.0,146.06532191952013,144.64428017995502,1.15736,1.248329,12.368906273431634,11.18578068573599,2.0345681329667578
1,27,6,1.18,6.108340174956261,5.914766185953511,0.913822,1.039396,2.119693911772057,1.9206574127441818,1.1260028042989254
1,27,6,1.2,6.350654028992752,6.186882504373906,0.91565,1.040514,2.1133878480379904,1.9452477820000023,1.1230104548862787
1,27,6,1.3,7.531779557610597,7.479828187953012,0.923177,1.045948,2.1210209372656825,2.0680211884578146,1.1124256160959751
1,27,6,1.6,11.228225818545363,11.466654136465884,0.94306,1.060905,2.197238355411147,2.4359893879589865,1.0978095301174706
1,27,6,2.14,18.32479157710572,18.885456035990998,0.972298,1.083931,2.5176757060734793,3.0646028624318595,1.095775343664084
1,27,6,2.8,27.462659610097475,28.31373954011497,1.000296,1.107331,3.0048054236440898,3.814522762836332,1.1218643896525868
1,27,6,2.83,27.8948191952012,28.758243089227687,1.001536,1.1083,3.0284836790802316,3.8490276653370694,1.1248555518620345
1,27,6,3.71,40.73795023744064,41.80657608097976,1.030774,1.133943,3.8479189702574317,4.837443033836175,1.1927209697575605
1,27,6,4.81,57.57593639090227,58.712958285428655,1.060012,1.160354,5.013861709572602,6.040103934074064,1.2991593626593367
1,27,6,6.0,76.47895176205948,77.656207948013,1.085643,1.184192,6.291338140464873,7.330699140873433,1.4245916245938526
1,27,6,6.19,79.52957960509872,80.69424806298426,1.08925,1.187652,6.516718595351165,7.541592573398184,1.4490602424393897
1,27,6,7.89,107.8284176455886,108.69149362659334,1.118488,1.215389,8.626559535116229,9.367437555654355,1.6589574106473375
1,27,6,10.0,143.9652209447638,144.64551612096975,1.147726,1.243832,11.050459135216187,11.620374109678162,1.90124813796551
1,28,6,1.17,6.021790532366908,6.046470122469382,0.913193,1.045723,1.9741171717070736,1.9993959072324428,1.162089097725568
1,28,6,1.2,6.382083646588353,6.431021784553861,0.915658,1.047141,1.9864464208947759,2.0365320916817478,1.1578922994251446
1,28,6,1.3,7.560291022244439,7.733866055986004,0.922936,1.051742,1.9781584203949016,2.1547025228497994,1.1398427793051735
1,28,6,1.59,11.103546088477879,11.542694126468382,0.94141,1.064121,2.0631653911522143,2.5027509178042253,1.1142755086228444
1,28,6,2.12,18.00829585103724,18.663204698825293,0.969628,1.083811,2.450820719820044,3.090637912063853,1.098437792051987
1,28,6,2.8,27.31552849287678,28.096506723319173,0.997351,1.105087,3.091465833541612,3.8363489922361325,1.1247181687078232
1,28,6,2.81,27.477943414146463,28.2290879780055,0.997845,1.105374,3.1200577855536125,3.836246744683126,1.123108213196701
1,28,6,3.69,40.13767870532367,40.86481237190703,1.026063,1.128328,4.091058635341163,4.767611734900884,1.1874018720319919
1,28,6,4.79,56.77724021494626,57.102552661834544,1.05428,1.152195,5.595918495376161,5.891361025496357,1.3049351687078232
1,28,6,6.0,75.71130722319421,75.52893826543364,1.07941,1.17423,7.275989352661824,7.113940798544872,1.4554616395901014
1,28,6,6.17,78.42733356660834,78.16410107473132,1.082498,1.177054,7.51198370407397,7.2785919794812735,1.4760460784803806
1,28,6,7.88,106.3805373656586,105.0782942764309,1.110715,1.202609,10.100454136465885,8.972727429006564,1.70667810547363
1,28,6,10.0,142.13604873781554,139.47227468132968,1.138933,1.228894,13.319950262434418,11.066829965671003,2.018780454886283
1,29,6,1.16,5.940637010747314,5.733775731067233,0.912746,1.042791,2.152193101724569,1.939673240665285,1.1426536215946022
1,29,6,1.2,6.41122695576106,6.249570504873781,0.915751,1.044634,2.1545815196200953,1.98893630688405,1.1363940414896274
1,29,6,1.3,7.586444338915271,7.522156018495377,0.922797,1.049108,2.177871872031993,2.112392465123281,1.1261569957510624
1,29,6,1.57,10.885322354411398,11.020041869532617,0.940013,1.060347,2.2847900624843795,2.4199950614499466,1.0984724093976506
1,29,6,2.11,17.831281729567607,18.182126818295426,0.96728,1.079915,2.6901310172456903,3.033911749487328,1.0932231942014496
1,29,6,2.8,27.177110397400646,27.62681712071982,0.994547,1.100871,3.3456118970257442,3.775982654915394,1.1155049012746814
1,29,6,6.15,75.05335486128467,76.6642709572607,1.073716,1.170125,5.46368077980506,6.902081420004527,1.0847495351162229
1,30,6,1.2,6.430273079230193,6.188911514621345,0.915916,1.044673,2.228775968507873,1.9814632581891622,1.1322310872281927
1,30,6,1.3,7.608302664333917,7.467942271932017,0.922745,1.049087,2.248270884778805,2.1053222215779295,1.1208270432391907
1,30,6,1.56,10.773395301174707,10.836272779305173,0.938777,1.059771,2.3490982304423893,2.412231347845953,1.0988399050237447
1,30,6,2.1,17.648268707823046,17.99518722819295,0.965164,1.07907,2.700890502374408,3.041334727642826,1.0921338292926768
1,30,6,2.78,26.806031117220694,27.291870432391903,0.991552,1.099399,3.32324976255936,3.7892054394449146,1.1137848057985504
1,30,6,2.8,27.090225693576606,27.575291002249433,0.992297,1.099945,3.344909047738067,3.809808828481883,1.1121026940764809
1,30,6,3.65,39.1172800299925,39.57363364158961,1.017939,1.121045,4.304852961759558,4.732575635600521,1.1787037240689824
1,30,6,4.75,55.28670432391902,55.54292906773307,1.044326,1.143718,5.665745213696589,5.900403304084129,1.285245991002249
1,30,6,6.0,74.47091824543865,74.27889320169957,1.068498,1.165194,7.373203099225208,7.200921217893,1.4262638190452392
1,30,6,6.13,76.48529460134966,76.20129367658083,1.070714,1.167227,7.581912096975728,7.327658319926426,1.441070244938766
1,30,6,7.85,103.75915248687828,102.73830004998752,1.097101,1.191421,9.993006498375408,9.09933017241258,1.649668607848037
1,30,6,10.0,138.9827618095476,136.96211897025742,1.123489,1.216379,13.031444138965298,11.301720653780837,1.924353961509624
1,31,6,1.0,4.191986240939765,4.086837180704824,0.901346,1.047482,1.9826442437745564,1.8741016066822036,1.2331610222444382
1,31,6,1.14,5.784099340164959,5.865644883779056,0.912249,1.052782,1.963327259685079,2.0467386738264355,1.1954600474881274
1,31,6,1.2,6.465924351412146,6.63391648087978,0.916142,1.05497,1.9570846063484124,2.128371876482443,1.18772591852037
1,31,6,1.3,7.634201882029492,7.925197365658585,0.922766,1.058515,1.9552651487128214,2.2503784349781535,1.1688553386653338
1,31,6,1.55,10.664317670582355,11.138800774806299,0.937803,1.06687,2.0667779455136204,2.5420990330637725,1.1356516720819796
1,31,6,2.08,17.391734741314668,18.101790302424394,0.963357,1.082622,2.4385578605348623,3.1350088738416897,1.1055481732066985
1,31,6,2.76,26.4746359660085,27.19118125468633,0.988911,1.099909,3.1645657335666044,3.852556581853251,1.1128788722819294
1,31,6,2.8,27.02124341414646,27.70797183204199,0.990125,1.100845,3.240022469382655,3.898764753959055,1.1211464178955262
1,31,6,3.63,38.65185376155961,39.094964183954005,1.014465,1.118649,4.320964508872791,4.737399806174027,1.1707494501374653
1,31,6,4.73,54.67831887028243,54.52768620344914,1.040019,1.13858,5.950667433141717,5.812111509440464,1.2722235816045986
1,31,6,6.0,73.88960492376904,72.83404263934015,1.063705,1.157974,7.997064008997739,7.0451000161935475,1.43089814296426
1,31,6,6.11,75.57346103474133,74.45463569107723,1.065572,1.159512,8.143925393651585,7.1365107685085505,1.4366319895026258
1,31,6,7.84,102.78824946263435,100.02661087228194,1.091126,1.1814,11.226632941764564,8.792459566826542,1.6935818295426124
1,31,6,10.0,137.63314771307174,132.8455381154711,1.11668,1.204134,14.92075431142213,10.789215841318093,1.9994831792051961
1,32,6,1.14,5.795747730567358,5.595344606348412,0.912106,1.048202,2.179657835791052,1.974217533293713,1.164324503874031
1,32,6,1.2,6.4930482829292675,6.368542906773307,0.916418,1.050578,2.1792981554611344,2.052108554300326,1.1551520819795051
1,32,6,1.3,7.6607621444638845,7.643491137215696,0.922851,1.054413,2.1965316970757316,2.1789765606331684,1.1429517095726074
1,32,6,1.54,10.56529855036241,10.747233176705825,0.936892,1.063055,2.285336020994751,2.468002127412222,1.1176421969507628
1,32,6,2.07,17.2427543364159,17.72187390652337,0.961678,1.07986,2.613789077730562,3.0847494164810128,1.0965481254686322
1,32,6,2.75,26.2792024243939,26.913547688077983,0.986464,1.098055,3.2434930517370653,3.853828125390372,1.1139234631342165
1,32,6,2.8,26.95913291677081,27.597450887278182,0.988154,1.099276,3.2888994751312204,3.9021605052781716,1.112524927768058
1,32,6,3.61,38.229708847788054,38.8254199700075,1.01125,1.117339,4.217063059235187,4.7781707023926625,1.1619927618095478
1,32,6,4.71,54.14851819545113,54.48892891777056,1.036036,1.137884,5.641908797800539,5.955840854134911,1.2648885853536616
1,32,6,6.0,73.41099377655586,73.29161884528868,1.05929,1.157982,7.405629717570605,7.297859624271249,1.3981205948512878
1,32,6,6.1,74.91411724568857,74.82026943264185,1.060822,1.159401,7.492191727068231,7.407420657173572,1.4069845588602847
1,32,6,7.83,101.80769182704324,100.82028042989253,1.085608,1.181549,10.047020794801284,9.174507892063112,1.598860634841289
1,32,6,10.0,136.47484053986506,134.33033616595853,1.110394,1.204496,13.255217695576121,11.399258747218184,1.880863484128973
1,33,6,1.2,6.522343674081479,6.27722192951762,0.916737,1.049772,2.2761053136715823,2.025629840376104,1.141306938265434
1,33,6,1.3,7.6970111122219445,7.567204203949013,0.92299,1.05372,2.2880982154461385,2.1561477944454257,1.1300963034241436
1,33,6,1.53,10.461740622344415,10.562040342414399,0.93613,1.06223,2.3407463484128943,2.44150926622204,1.1085576230942267
1,33,6,2.06,17.088914346413397,17.563068007997998,0.960194,1.079418,2.624813171707075,3.091338430076475,1.0978424306423396
1,33,6,2.73,25.98528607848038,26.702517820544863,0.984258,1.097633,3.18413836540865,3.875158801806727,1.1110176200949762
1,33,6,2.8,26.899056060984755,27.62661229692577,0.986362,1.099362,3.2527394901274675,3.95245577781466,1.1141770822294426
1,33,6,3.6,37.95672014496376,38.84922019495126,1.008321,1.117317,4.030351037240692,4.872282730208807,1.1573135741064737
1,33,6,4.69,53.576184953761555,54.5449696575856,1.032385,1.13773,5.196612721819541,6.091506670561179,1.2375398575356162
1,33,6,6.0,72.97567970507373,73.85104773806549,1.055214,1.158074,6.743770432391898,7.536477518050623,1.3561568332916787
1,33,6,6.08,74.21555071232193,75.0420409147713,1.056449,1.159204,6.881864883779059,7.629698883031747,1.3720672231942022
1,33,6,7.82,100.87118957760559,101.5054272931767,1.080512,1.181319,8.966517320669823,9.528547545931866,1.5346712571857015
1,33,6,10.0,135.35063134216443,135.48044888777807,1.104576,1.204094,11.791832291926994,11.904423247396567,1.771198450387402
1,34,6,1.2,6.570780392401899,6.37356752311922,0.917092,1.052574,2.261188585353662,2.059984327577908,1.1522054461384652
1,34,6,1.3,7.722883821544614,7.654668830292427,0.923175,1.056171,2.259087868032992,2.1898418235357275,1.1402438290427401
1,34,6,1.52,10.370408092976756,10.49767464383904,0.935488,1.06363,2.3311789527618094,2.459032482533548,1.1160613746563355
1,34,6,2.05,16.974409947513124,17.462453011747062,0.958872,1.079502,2.6247205948512864,3.1053141252284586,1.0993397895526116
1,34,6,2.72,25.791335916020994,26.482891227193203,0.982257,1.09644,3.2115994001499644,3.8788805329526115,1.1080456608347913
1,34,6,2.8,26.859065158710326,27.566907598100475,0.98473,1.098281,3.2838209697575564,3.9654717427593797,1.1094468117970506
1,34,6,3.58,37.585007523119216,38.33338442889277,1.005641,1.114657,4.136187453136721,4.844024064700545,1.1538090569857535
1,34,6,4.68,53.16005948512871,53.88217103224194,1.029025,1.134037,5.378627143214203,6.04789727259978,1.2332169807548112
1,34,6,6.0,72.61957585603598,73.0226648087978,1.051443,1.15337,7.11061872031992,7.477137605019924,1.3590706623344166
1,34,6,6.06,73.54242911772057,73.90855171207198,1.05241,1.15417,7.210117570607338,7.542769238123181,1.3671248187953013
1,34,6,7.81,100.0909344163959,99.91228742814296,1.075794,1.175242,9.573719195201193,9.414546019025165,1.5494123469132717
1,34,6,10.0,134.31481954511372,133.5162766808298,1.099179,1.196952,12.423137465633587,11.726368993644991,1.766416945763556
