lr,la,rho*,T*,T_ad,P_ad,TotEn_ad,Cv_nvt,ThermalPressureCoeff_nvt,Cp_npt,ThermalExpansionCoeff_npt,IsothermalCompressibility_npt,Cv_npt,JouleThomson_npt,Brown_type,is_fluid,is_solid
10.0,6.0,0.026387704,26.15583424,26.15583424,0.708853858,39.230758656,,,,,,,,Amagat,True,False
10.0,6.0,0.011245986,26.665591006,26.665591006,0.303287752,39.997900954,,,,,,,,Amagat,True,False
11.0,6.0,1.06432321,0.831423906,0.831423906,6.486671453,-6.242297875,,,,,,,,Amagat,False,True
11.0,6.0,1.000781269,1.385511293,1.385511293,10.292024225,-3.9602081445,,,,,,,,Amagat,True,False
11.0,6.0,0.971889195,1.757619013,1.757619013,11.088253654,-2.9378386645,,,,,,,,Amagat,True,False
11.0,6.0,0.938415227,2.212112567,2.212112567,11.753570066,-1.7705649955,,,,,,,,Amagat,True,False
11.0,6.0,0.90058978,2.767232194,2.767232194,12.299361727,-0.4346065010000002,,,,,,,,Amagat,True,False
11.0,6.0,0.858278804,3.445256834,3.445256834,12.719868542,1.1000470369999995,,,,,,,,Amagat,True,False
11.0,6.0,0.81021553,4.273398085,4.273398085,12.949202733,2.8706709835,,,,,,,,Amagat,True,False
11.0,6.0,0.755999766,5.284891979,5.284891979,12.973908569,4.9229883855,,,,,,,,Amagat,True,False
11.0,6.0,0.694566666,6.520333598,6.520333598,12.744473249,7.312368006999999,,,,,,,,Amagat,True,False
11.0,6.0,0.624907001,8.029305001,8.029305001,12.204477331,10.102230836500002,,,,,,,,Amagat,True,False
11.0,6.0,0.547271932,9.872367272,9.872367272,11.355928237,13.369652183,,,,,,,,Amagat,True,False
11.0,6.0,0.457397379,12.1234883,12.1234883,10.012788777,17.210748414,,,,,,,,Amagat,True,False
11.0,6.0,0.37460712,14.374609911,14.374609911,8.562157456,20.9281506465,,,,,,,,Amagat,True,False
11.0,6.0,0.295701803,16.625730377,16.625730377,6.997961255,24.5563523885,,,,,,,,Amagat,True,False
11.0,6.0,0.232690154,18.468792902,18.468792902,5.629332662,27.468845314,,,,,,,,Amagat,True,False
11.0,6.0,0.183363796,19.977764392,19.977764392,4.510927784,29.822770156000004,,,,,,,,Amagat,True,False
11.0,6.0,0.145320974,21.213205977,21.213205977,3.627008609,31.7331048905,,,,,,,,Amagat,True,False
11.0,6.0,0.114569194,22.22470001,22.22470001,2.890281527,33.285692336000004,,,,,,,,Amagat,True,False
11.0,6.0,0.087331492,23.052841287,23.052841287,2.214962627,34.5482492265,,,,,,,,Amagat,True,False
11.0,6.0,0.066444486,23.730866191,23.730866191,1.694564855,35.5785855765,,,,,,,,Amagat,True,False
11.0,6.0,0.053886281,24.285985471,24.285985471,1.38691134,36.419067757499995,,,,,,,,Amagat,True,False
11.0,6.0,0.037736434,24.740478716,24.740478716,0.972167143,37.105836104999995,,,,,,,,Amagat,True,False
11.0,6.0,0.023302747,25.112585928,25.112585928,0.599892964,37.666580899,,,,,,,,Amagat,True,False
11.0,6.0,0.019934188,25.417242043,25.417242043,0.517588191,38.125415342500006,,,,,,,,Amagat,True,False
12.0,6.0,1.069561807,0.78732912,0.78732912,6.475885229,-6.167514456,,,,,,,,Amagat,False,True
12.0,6.0,1.01087683,1.261720691,1.261720691,10.444032397,-4.0769178915,,,,,,,,Amagat,False,True
12.0,6.0,0.96556734,1.841144065,1.841144065,11.785599353,-2.4829690725000004,,,,,,,,Amagat,True,False
12.0,6.0,0.913325368,2.54885324,2.54885324,12.602443798,-0.7245589589999994,,,,,,,,Amagat,True,False
12.0,6.0,0.856549734,3.413251003,3.413251003,13.093608337,1.241508007500001,,,,,,,,Amagat,True,False
12.0,6.0,0.794339317,4.469029321,4.469029321,13.277582773,3.4734747874999994,,,,,,,,Amagat,True,False
12.0,6.0,0.724974402,5.758559608,5.758559608,13.098875944,6.033497959,,,,,,,,Amagat,True,False
12.0,6.0,0.647888649,7.333595205,7.333595205,12.54059144,8.989738829499998,,,,,,,,Amagat,True,False
12.0,6.0,0.561545056,9.257348337,9.257348337,11.556055002,12.4283671475,,,,,,,,Amagat,True,False
12.0,6.0,0.46517814,11.607026128,11.607026128,10.120098368,16.449810464,,,,,,,,Amagat,True,False
12.0,6.0,0.37402763,13.956703109,13.956703109,8.463121759,20.3326050775,,,,,,,,Amagat,True,False
12.0,6.0,0.288757173,16.306380172,16.306380172,6.740941245,24.110922054,,,,,,,,Amagat,True,False
12.0,6.0,0.222509551,18.230133644,18.230133644,5.305526351,27.142285969999996,,,,,,,,Amagat,True,False
12.0,6.0,0.169936559,19.805169601,19.805169601,4.114467919,29.5926431075,,,,,,,,Amagat,True,False
12.0,6.0,0.128879182,21.094699953,21.094699953,3.157774026,31.577584173499996,,,,,,,,Amagat,True,False
12.0,6.0,0.094211594,22.15047741,22.15047741,2.324280708,33.190342254,,,,,,,,Amagat,True,False
12.0,6.0,0.066644452,23.014875542,23.014875542,1.654341659,34.505474117999995,,,,,,,,Amagat,True,False
12.0,6.0,0.044543435,23.72258447,23.72258447,1.110941892,35.576368727,,,,,,,,Amagat,True,False
12.0,6.0,0.02892551,24.302008513,24.302008513,0.726059724,36.4504925765,,,,,,,,Amagat,True,False
12.0,6.0,0.011176037,24.776398862,24.776398862,0.280354385,37.163965307999995,,,,,,,,Amagat,True,False
13.0,6.0,1.074451649,0.75194471,0.75194471,6.562928218,-6.0826704199999995,,,,,,,,Amagat,False,True
13.0,6.0,1.06883715,0.989261234,0.989261234,8.062547466,-5.445940518,,,,,,,,Amagat,False,True
13.0,6.0,1.012028629,1.279120334,1.279120334,7.490551927,-4.462445518,,,,,,,,Amagat,False,True
13.0,6.0,0.983785322,1.633154827,1.633154827,11.9709468,-2.8581553265,,,,,,,,Amagat,True,False
13.0,6.0,0.949818726,2.065573712,2.065573712,12.666663467,-1.733369513,,,,,,,,Amagat,True,False
13.0,6.0,0.910831763,2.593731369,2.593731369,13.171474525,-0.4509264025000004,,,,,,,,Amagat,True,False
13.0,6.0,0.867287801,3.238824373,3.238824373,13.524058479,1.0184005794999995,,,,,,,,Amagat,True,False
13.0,6.0,0.817983536,4.02674289,4.02674289,13.654591368,2.709048574,,,,,,,,Amagat,True,False
13.0,6.0,0.762854247,4.989108573,4.989108573,13.579004824,4.665685894500001,,,,,,,,Amagat,True,False
13.0,6.0,0.700441202,6.164545217,6.164545217,13.219143585,6.9386723414999985,,,,,,,,Amagat,True,False
13.0,6.0,0.629827082,7.60022607,7.60022607,12.529447229,9.587780192,,,,,,,,Amagat,True,False
13.0,6.0,0.550527292,9.35377101,9.35377101,11.509257906,12.69308794,,,,,,,,Amagat,True,False
13.0,6.0,0.460505974,11.495555524,11.495555524,10.06011075,16.339911781,,,,,,,,Amagat,True,False
13.0,6.0,0.375885691,13.637340429,13.637340429,8.478821858,19.8713399625,,,,,,,,Amagat,True,False
13.0,6.0,0.297019116,15.77912502,15.77912502,6.880939497,23.3160539,,,,,,,,Amagat,True,False
13.0,6.0,0.233449056,17.532669757,17.532669757,5.492477864,26.0849197405,,,,,,,,Amagat,True,False
13.0,6.0,0.184980251,18.968350971,18.968350971,4.408611484,28.3209915135,,,,,,,,Amagat,True,False
13.0,6.0,0.145009461,20.143787093,20.143787093,3.484221579,30.1366361365,,,,,,,,Amagat,True,False
13.0,6.0,0.113934145,21.10615323,21.10615323,2.757627094,31.611797335,,,,,,,,Amagat,True,False
13.0,6.0,0.088451793,21.894071594,21.894071594,2.15134814,32.812792094,,,,,,,,Amagat,True,False
13.0,6.0,0.067234644,22.539164716,22.539164716,1.640524153,33.792386441999994,,,,,,,,Amagat,True,False
13.0,6.0,0.053633519,23.067321947,23.067321947,1.317687696,34.5922595955,,,,,,,,Amagat,True,False
13.0,6.0,0.032682123,23.499740688,23.499740688,0.7978101,35.245019705999994,,,,,,,,Amagat,True,False
13.0,6.0,0.025558313,23.853775168,23.853775168,0.628015207,35.778341614,,,,,,,,Amagat,True,False
13.0,6.0,0.022711814,24.143635002,24.143635002,0.562992055,36.214965057,,,,,,,,Amagat,True,False
14.0,6.0,1.071589077,0.722753601,0.722753601,6.369995022,-5.9687298875,,,,,,,,Amagat,False,True
14.0,6.0,1.070622058,1.181571185,1.181571185,10.202542129,-4.7229679105,,,,,,,,Amagat,False,True
14.0,6.0,0.978518964,1.741972238,1.741972238,12.791615498,-2.4308298939999995,,,,,,,,Amagat,True,False
14.0,6.0,0.92523507,2.426447595,2.426447595,13.618750817,-0.7177279985000005,,,,,,,,Amagat,True,False
14.0,6.0,0.86688776,3.262467733,3.262467733,14.047577223,1.1939231415,,,,,,,,Amagat,True,False
14.0,6.0,0.802812768,4.28358519,4.28358519,14.098348189,3.355722737,,,,,,,,Amagat,True,False
14.0,6.0,0.731644202,5.530780668,5.530780668,13.747357504,5.8286330620000015,,,,,,,,Amagat,True,False
14.0,6.0,0.653709399,7.05410886,7.05410886,13.05605339,8.683502343,,,,,,,,Amagat,True,False
14.0,6.0,0.566666044,8.914706132,8.914706132,11.919288231,11.999585554,,,,,,,,Amagat,True,False
14.0,6.0,0.468072035,11.187244651,11.187244651,10.278531451,15.8797651685,,,,,,,,Amagat,True,False
14.0,6.0,0.377174563,13.459782683,13.459782683,8.545672284,19.6243869135,,,,,,,,Amagat,True,False
14.0,6.0,0.291007665,15.732321215,15.732321215,6.74267428,23.272208842500003,,,,,,,,Amagat,True,False
14.0,6.0,0.223675194,17.592918558,17.592918558,5.256301735,26.201053176,,,,,,,,Amagat,True,False
14.0,6.0,0.172723102,19.116246739,19.116246739,4.110263481,28.5665958245,,,,,,,,Amagat,True,False
14.0,6.0,0.131170426,20.363442194,20.363442194,3.146620216,30.485343884,,,,,,,,Amagat,True,False
14.0,6.0,0.094957308,21.384559451,21.384559451,2.282712131,32.0450322795,,,,,,,,Amagat,True,False
14.0,6.0,0.066974242,22.220579533,22.220579533,1.61493183,33.3153472195,,,,,,,,Amagat,True,False
14.0,6.0,0.04717429,22.90505504,22.90505504,1.144007505,34.350664386999995,,,,,,,,Amagat,True,False
14.0,6.0,0.026635468,23.465456046,23.465456046,0.645324515,35.195630591,,,,,,,,Amagat,True,False
14.0,6.0,0.00991781,23.924274288,23.924274288,0.24010224,35.885900108,,,,,,,,Amagat,True,False
16.0,6.0,1.08772622,0.676929841,0.676929841,6.963202866,-5.9098659285,,,,,,,,Amagat,False,True
16.0,6.0,1.080117159,1.130429623,1.130429623,10.804510931,-4.6400827515,,,,,,,,Amagat,False,True
16.0,6.0,0.991646629,1.684335346,1.684335346,13.902604262,-2.3907835090000003,,,,,,,,Amagat,True,False
16.0,6.0,0.93780169,2.360877514,2.360877514,14.811102366,-0.6904365550000007,,,,,,,,Amagat,True,False
16.0,6.0,0.877849135,3.187207997,3.187207997,15.172126274,1.1999342045,,,,,,,,Amagat,True,False
16.0,6.0,0.812072069,4.196490275,4.196490275,15.102410095,3.333768934500001,,,,,,,,Amagat,True,False
16.0,6.0,0.739302355,5.429230453,5.429230453,14.594377296,5.7701604735,,,,,,,,Amagat,True,False
16.0,6.0,0.659900676,6.934902512,6.934902512,13.740287672,8.582803921,,,,,,,,Amagat,True,False
16.0,6.0,0.570739405,8.773935057,8.773935057,12.396187422,11.849667706499998,,,,,,,,Amagat,True,False
16.0,6.0,0.471043536,11.020133996,11.020133996,10.588546709,15.672201561,,,,,,,,Amagat,True,False
16.0,6.0,0.379645771,13.266332986,13.266332986,8.742772608,19.363534248,,,,,,,,Amagat,True,False
16.0,6.0,0.29121606,15.512532158,15.512532158,6.793065815,22.959636345000003,,,,,,,,Amagat,True,False
16.0,6.0,0.224386169,17.351564464,17.351564464,5.288651068,25.849441011,,,,,,,,Amagat,True,False
16.0,6.0,0.172215606,18.857237007,18.857237007,4.090044647,28.1849284225,,,,,,,,Amagat,True,False
16.0,6.0,0.130345183,20.089977117,20.089977117,3.109680445,30.0790082425,,,,,,,,Amagat,True,False
16.0,6.0,0.096114491,21.09925919,21.09925919,2.298077033,31.61873372700001,,,,,,,,Amagat,True,False
16.0,6.0,0.069264515,21.925589363,21.925589363,1.660759782,32.8738953355,,,,,,,,Amagat,True,False
16.0,6.0,0.047050522,22.602131711,22.602131711,1.129429501,33.896588592499995,,,,,,,,Amagat,True,False
16.0,6.0,0.027579084,23.156037892,23.156037892,0.661363375,34.731641505,,,,,,,,Amagat,True,False
16.0,6.0,0.012265943,23.609536344,23.609536344,0.29413009,35.414013676,,,,,,,,Amagat,True,False
20.0,6.0,1.105126059,0.61612044,0.61612044,6.972089249,-5.856871579,,,,,,,,Amagat,False,True
20.0,6.0,1.086713289,1.074115995,1.074115995,10.069754614,-4.6403414995,,,,,,,,Amagat,False,True
20.0,6.0,1.089539698,1.633512926,1.633512926,16.579543998,-3.1200575909999997,,,,,,,,Amagat,False,True
20.0,6.0,0.960125068,2.316761715,2.316761715,17.361349196,-0.6019862804999994,,,,,,,,Amagat,True,False
20.0,6.0,0.896779649,3.151283826,3.151283826,17.572821199,1.2978196229999996,,,,,,,,Amagat,True,False
20.0,6.0,0.827844774,4.170571442,4.170571442,17.276928313,3.437925225,,,,,,,,Amagat,True,False
20.0,6.0,0.752906939,5.415532288,5.415532288,16.523909288,5.877158091999998,,,,,,,,Amagat,True,False
20.0,6.0,0.670491813,6.936130706,6.936130706,15.318342639,8.691857213,,,,,,,,Amagat,True,False
20.0,6.0,0.579497868,8.793394221,8.793394221,13.642976035,11.9621990855,,,,,,,,Amagat,True,False
20.0,6.0,0.47758927,11.061861095,11.061861095,11.47615557,15.7933257405,,,,,,,,Amagat,True,False
20.0,6.0,0.382899484,13.330328126,13.330328126,9.285389977,19.49868048,,,,,,,,Amagat,True,False
20.0,6.0,0.294912025,15.598794691,15.598794691,7.181210874,23.1125548625,,,,,,,,Amagat,True,False
20.0,6.0,0.226228132,17.456057903,17.456057903,5.51169787,26.019957551500003,,,,,,,,Amagat,True,False
20.0,6.0,0.173775287,18.976656403,18.976656403,4.239413205,28.3714441335,,,,,,,,Amagat,True,False
20.0,6.0,0.131412937,20.221617222,20.221617222,3.205075038,30.281154973,,,,,,,,Amagat,True,False
20.0,6.0,0.0970385,21.24090482,21.24090482,2.363072126,31.833827032,,,,,,,,Amagat,True,False
20.0,6.0,0.069390662,22.075425664,22.075425664,1.687581334,33.099681723,,,,,,,,Amagat,True,False
20.0,6.0,0.04809754,22.758675162,22.758675162,1.17010963,34.132135118,,,,,,,,Amagat,True,False
20.0,6.0,0.02714889,23.318071099,23.318071099,0.65718786,34.975153114499996,,,,,,,,Amagat,True,False
20.0,6.0,0.014648261,23.776067312,23.776067312,0.355353261,35.663819053,,,,,,,,Amagat,True,False
36.0,6.0,1.160518339,0.514536265,0.514536265,9.296519495,-5.7630547455,,,,,,,,Amagat,False,True
36.0,6.0,1.134820171,1.052772734,1.052772734,13.992919552,-4.3834181889999995,,,,,,,,Amagat,False,True
36.0,6.0,1.120709874,1.71017626,1.71017626,20.125963887,-2.853913804,,,,,,,,Amagat,False,True
36.0,6.0,0.943880324,3.493861748,3.493861748,27.942626222,2.080452849,,,,,,,,Amagat,True,False
36.0,6.0,0.86695984,4.691729817,4.691729817,26.756998911,4.4790952505,,,,,,,,Amagat,True,False
36.0,6.0,0.784270312,6.154810289,6.154810289,24.826017941,7.2222068755,,,,,,,,Amagat,True,False
36.0,6.0,0.695249491,7.94182269,7.94182269,22.321994009,10.40036675,,,,,,,,Amagat,True,False
36.0,6.0,0.597835764,10.124487714,10.124487714,19.222471021,14.116762533,,,,,,,,Amagat,True,False
36.0,6.0,0.490903575,12.790403751,12.790403751,15.637072513,18.4972058025,,,,,,,,Amagat,True,False
36.0,6.0,0.390873248,15.456320928,15.456320928,12.195137858,22.761636107,,,,,,,,Amagat,True,False
36.0,6.0,0.299960748,18.1222356,18.1222356,9.17650378,26.943038875000003,,,,,,,,Amagat,True,False
36.0,6.0,0.230929349,20.304889096,20.304889096,6.9547367,30.319460264000003,,,,,,,,Amagat,True,False
36.0,6.0,0.177461751,22.091903433,22.091903433,5.282582731,33.059939444499996,,,,,,,,Amagat,True,False
36.0,6.0,0.134662083,23.554975562,23.554975562,3.965576103,35.289312796,,,,,,,,Amagat,True,False
36.0,6.0,0.099414096,24.752834274,24.752834274,2.896983033,37.106544311,,,,,,,,Amagat,True,False
36.0,6.0,0.070104132,25.733554538,25.733554538,2.022007818,38.589000796,,,,,,,,Amagat,True,False
36.0,6.0,0.048235435,26.53649981,26.53649981,1.383899548,39.799934481,,,,,,,,Amagat,True,False
36.0,6.0,0.026623944,27.193893273,27.193893273,0.755635993,40.7891423105,,,,,,,,Amagat,True,False
36.0,6.0,0.012086496,27.7321215,27.7321215,0.341713726,41.59784679,,,,,,,,Amagat,True,False
48.0,6.0,1.181325176,0.482558407,0.482558407,10.116587128,-5.7363921965,,,,,,,,Amagat,False,True
48.0,6.0,1.18332367,1.09755385,1.09755385,26.059563326,-4.06927639,,,,,,,,Amagat,False,True
48.0,6.0,1.142488159,1.848711204,1.848711204,26.315626609,-2.494436629,,,,,,,,Amagat,False,True
48.0,6.0,1.130132026,2.766177263,2.766177263,38.474733081,-0.3978294475000004,,,,,,,,Amagat,False,True
48.0,6.0,0.962283122,3.886775123,3.886775123,35.788159719,2.7690714515000003,,,,,,,,Amagat,True,False
48.0,6.0,0.881587153,5.255480587,5.255480587,33.880550898,5.4215754915,,,,,,,,Amagat,True,False
48.0,6.0,0.796014841,6.927228758,6.927228758,31.118514411,8.468966052,,,,,,,,Amagat,True,False
48.0,6.0,0.703478038,8.969117406,8.969117406,27.545367419,12.01455408,,,,,,,,Amagat,True,False
48.0,6.0,0.603754764,11.46309998,11.46309998,23.452916709,16.183752935,,,,,,,,Amagat,True,False
48.0,6.0,0.493465724,14.509264581,14.509264581,18.715240563,21.1167414625,,,,,,,,Amagat,True,False
48.0,6.0,0.392424743,17.555418927,17.555418927,14.447319714,25.9378320325,,,,,,,,Amagat,True,False
48.0,6.0,0.299657277,20.601543066,20.601543066,10.697839981,30.678052403,,,,,,,,Amagat,True,False
48.0,6.0,0.231914838,23.095469888,23.095469888,8.127463046,34.51538939,,,,,,,,Amagat,True,False
48.0,6.0,0.17833949,25.137292858,25.137292858,6.148068015,37.633934702,,,,,,,,Amagat,True,False
48.0,6.0,0.133993829,26.808993281,26.808993281,4.540222114,40.1735435695,,,,,,,,Amagat,True,False
48.0,6.0,0.098657687,28.177647482,28.177647482,3.29802279,42.245541998,,,,,,,,Amagat,True,False
48.0,6.0,0.070195678,29.298199218,29.298199218,2.320196421,43.937056584,,,,,,,,Amagat,True,False
48.0,6.0,0.047267764,30.215623879,30.215623879,1.548291113,45.3189960445,,,,,,,,Amagat,True,False
48.0,6.0,0.027558801,30.96674813,30.96674813,0.894169244,46.448467044,,,,,,,,Amagat,True,False
48.0,6.0,0.010977346,31.581709571,31.581709571,0.353152086,47.3722047265,,,,,,,,Amagat,True,False
8.0,6.0,0.368360252,2.161499973,2.161499973,0.410026793,0.0695860545000006,,,,,,,,Boyle,True,False
8.0,6.0,0.3430588,2.331268226,2.331268226,0.487890252,0.572975343,,,,,,,,Boyle,True,False
8.0,6.0,0.316983225,2.52525062,2.52525062,0.557597625,1.1182720490000002,,,,,,,,Boyle,True,False
8.0,6.0,0.28761409,2.746900889,2.746900889,0.610428511,1.7296681295000005,,,,,,,,Boyle,True,False
8.0,6.0,0.254762231,3.000165433,3.000165433,0.640953887,2.4106969875,,,,,,,,Boyle,True,False
8.0,6.0,0.217887606,3.289553234,3.289553234,0.639521912,3.1737755750000005,,,,,,,,Boyle,True,False
8.0,6.0,0.18398694,3.57894101,3.57894101,0.612960635,3.901834178,,,,,,,,Boyle,True,False
8.0,6.0,0.148906649,3.86832881,3.86832881,0.551601493,4.631717438,,,,,,,,Boyle,True,False
8.0,6.0,0.120868653,4.1215933,4.1215933,0.485124315,5.243542957999999,,,,,,,,Boyle,True,False
8.0,6.0,0.096541541,4.343243636,4.343243636,0.412734242,5.772146080000001,,,,,,,,Boyle,True,False
8.0,6.0,0.077618176,4.537226055,4.537226055,0.348891487,6.214305072499999,,,,,,,,Boyle,True,False
8.0,6.0,0.056334025,4.7069943,4.7069943,0.263806118,6.633817058,,,,,,,,Boyle,True,False
8.0,6.0,0.041813165,4.855571,4.855571,0.202468641,6.968615308,,,,,,,,Boyle,True,False
8.0,6.0,0.030453136,4.985601315,4.985601315,0.151650564,7.250689658500001,,,,,,,,Boyle,True,False
8.0,6.0,0.017845609,5.099400376,5.099400376,0.090957823,7.516218242,,,,,,,,Boyle,True,False
8.0,6.0,0.007631065,5.198994273,5.198994273,0.039666962,7.7420132825,,,,,,,,Boyle,True,False
10.0,6.0,0.362528444,1.762670576,1.762670576,0.331257712,-0.0532255699999995,,,,,,,,Boyle,True,False
10.0,6.0,0.33894086,1.887571244,1.887571244,0.389556095,0.336856375,,,,,,,,Boyle,True,False
10.0,6.0,0.312757099,2.030286577,2.030286577,0.440204933,0.7706052405000001,,,,,,,,Boyle,True,False
10.0,6.0,0.283285183,2.1933575,2.1933575,0.477229315,1.2553374220000002,,,,,,,,Boyle,True,False
10.0,6.0,0.250453913,2.379687387,2.379687387,0.496666934,1.7956358655,,,,,,,,Boyle,True,False
10.0,6.0,0.216367417,2.592593618,2.592593618,0.497872041,2.3792331229999997,,,,,,,,Boyle,True,False
10.0,6.0,0.181336085,2.805499825,2.805499825,0.471951491,2.9600156155,,,,,,,,Boyle,True,False
10.0,6.0,0.146500853,3.018406149,3.018406149,0.422309972,3.5323656275,,,,,,,,Boyle,True,False
10.0,6.0,0.119791801,3.204736052,3.204736052,0.373252088,4.003185807,,,,,,,,Boyle,True,False
10.0,6.0,0.096783698,3.367806969,3.367806969,0.320582908,4.4081162545,,,,,,,,Boyle,True,False
10.0,6.0,0.074728388,3.510522253,3.510522253,0.259693614,4.7730715285,,,,,,,,Boyle,True,False
10.0,6.0,0.058697011,3.635422998,3.635422998,0.212235594,5.069117009000001,,,,,,,,Boyle,True,False
10.0,6.0,0.042212169,3.744732667,3.744732667,0.157642534,5.3427831695,,,,,,,,Boyle,True,False
10.0,6.0,0.02741149,3.840397598,3.840397598,0.105138311,5.583080997000001,,,,,,,,Boyle,True,False
10.0,6.0,0.017587001,3.924121016,3.924121016,0.0689788,5.773330378,,,,,,,,Boyle,True,False
10.0,6.0,0.008897274,3.997393507,3.997393507,0.035563619,5.9391086615,,,,,,,,Boyle,True,False
11.0,6.0,0.361836063,1.649720376,1.649720376,0.313864785,-0.077164915,,,,,,,,Boyle,True,False
11.0,6.0,0.343159245,1.737064685,1.737064685,0.354670569,0.2053268894999997,,,,,,,,Boyle,True,False
11.0,6.0,0.323000635,1.836867033,1.836867033,0.394455105,0.5175585915000003,,,,,,,,Boyle,True,False
11.0,6.0,0.299858903,1.950904259,1.950904259,0.42621079,0.8708226225000004,,,,,,,,Boyle,True,False
11.0,6.0,0.272904533,2.081206775,2.081206775,0.447953597,1.2704619005000002,,,,,,,,Boyle,True,False
11.0,6.0,0.244659123,2.230094358,2.230094358,0.460121222,1.705519482,,,,,,,,Boyle,True,False
11.0,6.0,0.21285754,2.400217904,2.400217904,0.45501582,2.1917727119999997,,,,,,,,Boyle,True,False
11.0,6.0,0.181875318,2.570341518,2.570341518,0.432598841,2.66781095,,,,,,,,Boyle,True,False
11.0,6.0,0.152750795,2.740465086,2.740465086,0.398203701,3.124728684,,,,,,,,Boyle,True,False
11.0,6.0,0.128329135,2.889352724,2.889352724,0.358939168,3.514379121,,,,,,,,Boyle,True,False
11.0,6.0,0.106883488,3.019655171,3.019655171,0.315945498,3.8521875305,,,,,,,,Boyle,True,False
11.0,6.0,0.087738458,3.133692399,3.133692399,0.271122777,4.1488879425,,,,,,,,Boyle,True,False
11.0,6.0,0.071636187,3.233494772,3.233494772,0.229561411,4.403199549999999,,,,,,,,Boyle,True,False
11.0,6.0,0.056325567,3.320839126,3.320839126,0.185987352,4.631788833000001,,,,,,,,Boyle,True,False
11.0,6.0,0.043749963,3.397280604,3.397280604,0.148117067,4.825255609,,,,,,,,Boyle,True,False
11.0,6.0,0.038801734,3.464180125,3.464180125,0.134158714,4.9578885354999995,,,,,,,,Boyle,True,False
11.0,6.0,0.024759171,3.522728784,3.522728784,0.087136222,5.132352807,,,,,,,,Boyle,True,False
11.0,6.0,0.017369517,3.573969018,3.573969018,0.062035925,5.254602737000001,,,,,,,,Boyle,True,False
12.0,6.0,0.365394249,1.542841608,1.542841608,0.289670696,-0.1578783619999999,,,,,,,,Boyle,True,False
12.0,6.0,0.341560569,1.64478594,1.64478594,0.33904673,0.182746861,,,,,,,,Boyle,True,False
12.0,6.0,0.31420175,1.761270674,1.761270674,0.379899197,0.5651212009999997,,,,,,,,Boyle,True,False
12.0,6.0,0.285416094,1.894369702,1.894369702,0.412465624,0.979141177,,,,,,,,Boyle,True,False
12.0,6.0,0.253150901,2.046452781,2.046452781,0.429087155,1.4406912395000002,,,,,,,,Boyle,True,False
12.0,6.0,0.217033657,2.220227572,2.220227572,0.426007195,1.955272285,,,,,,,,Boyle,True,False
12.0,6.0,0.182248385,2.394002393,2.394002393,0.403141688,2.4507748425,,,,,,,,Boyle,True,False
12.0,6.0,0.150309947,2.567777182,2.567777182,0.367812022,2.924465669,,,,,,,,Boyle,True,False
12.0,6.0,0.120632292,2.719860266,2.719860266,0.318693076,3.3440336100000003,,,,,,,,Boyle,True,False
12.0,6.0,0.096066491,2.85295928,2.85295928,0.269305549,3.699458906999999,,,,,,,,Boyle,True,False
12.0,6.0,0.07587961,2.969444023,2.969444023,0.223022757,4.0001505295,,,,,,,,Boyle,True,False
12.0,6.0,0.059960404,3.071388353,3.071388353,0.183083558,4.251148505500001,,,,,,,,Boyle,True,False
12.0,6.0,0.04376548,3.160607322,3.160607322,0.137902188,4.483062464,,,,,,,,Boyle,True,False
12.0,6.0,0.030261518,3.238689362,3.238689362,0.097863249,4.680039339,,,,,,,,Boyle,True,False
12.0,6.0,0.016278224,3.307024719,3.307024719,0.053801079,4.8655142975,,,,,,,,Boyle,True,False
12.0,6.0,0.010165928,3.366829969,3.366829969,0.034220708,4.9909689265,,,,,,,,Boyle,True,False
13.0,6.0,0.363201242,1.48031314,1.48031314,0.283126901,-0.1452928719999997,,,,,,,,Boyle,True,False
13.0,6.0,0.345812518,1.553694826,1.553694826,0.320070531,0.0993086020000002,,,,,,,,Boyle,True,False
13.0,6.0,0.324695484,1.637543028,1.637543028,0.351667909,0.3801433120000004,,,,,,,,Boyle,True,False
13.0,6.0,0.301384048,1.733350588,1.733350588,0.378579952,0.6935162519999998,,,,,,,,Boyle,True,False
13.0,6.0,0.276205218,1.842823205,1.842823205,0.399939168,1.0353047285,,,,,,,,Boyle,True,False
13.0,6.0,0.247068389,1.967910059,1.967910059,0.408063181,1.4253517275,,,,,,,,Boyle,True,False
13.0,6.0,0.215166886,2.110838076,2.110838076,0.403071719,1.8538799899999996,,,,,,,,Boyle,True,False
13.0,6.0,0.18403736,2.253766125,2.253766125,0.382981372,2.2723323274999996,,,,,,,,Boyle,True,False
13.0,6.0,0.153883959,2.396694193,2.396694193,0.350468417,2.6799496055,,,,,,,,Boyle,True,False
13.0,6.0,0.129439188,2.521780988,2.521780988,0.315635947,3.0199023940000007,,,,,,,,Boyle,True,False
13.0,6.0,0.106418378,2.631253636,2.631253636,0.273897656,3.3259746219999995,,,,,,,,Boyle,True,False
13.0,6.0,0.089013821,2.727061178,2.727061178,0.239316503,3.575109104,,,,,,,,Boyle,True,False
13.0,6.0,0.07324825,2.81090939,2.81090939,0.20403584,3.795002506,,,,,,,,Boyle,True,False
13.0,6.0,0.057415388,2.884291068,2.884291068,0.164629096,3.997569107,,,,,,,,Boyle,True,False
