lr,la,rho*,T*,self_diffusivity,self_diffusivity_std,alpha,author_id
12.0,6.0,1.1954,2.5046,0.027354999999999997,0.0001388840705,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,3.0022,1.6226,0.00988195852,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,2.9984,1.0236,0.0063695557199999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,2.9996,0.7673,0.0041079707399999995,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,3.0003,0.56698,0.0036412022580000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,2.9987,0.43028000000000005,0.002635378944,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,2.9987,0.32467,0.002241261944,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,2.9999000000000002,0.23826000000000003,0.0020173712460000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,2.9998,0.1673,0.00153711894,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,3.0007,0.11505000000000001,0.000916545825,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,3.0024,0.071598,0.00035927160419999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,3.0033,0.041280000000000004,0.00030109219200000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,4.003,1.9048,0.01014953632,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,4.0023,1.1864,0.006007217759999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,4.003,0.9146000000000001,0.00578402186,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,4.0016,0.6952900000000001,0.002903809156,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,4.0017,0.529,0.0029400233,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,4.0018,0.41203,0.0019030017579999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,4.0012,0.31278,0.001959441588,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,4.0014,0.22791000000000003,0.001212162126,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,4.0022,0.16556,0.0008551670679999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,4.0025,0.11071,0.000746827518,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,4.002,0.070922,0.0002614610452,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,6.0075,2.2998,0.009069031319999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,6.0066,1.4011,0.00707345335,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,6.0043,1.1388,0.00518848668,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,6.0034,0.9046400000000001,0.0034078693440000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,6.0044,0.6826300000000001,0.004409038907000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,6.0026,0.55955,0.00254360239,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,6.0049,0.44455000000000006,0.0017909141300000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,6.0015,0.34141000000000005,0.002255286178,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,6.0012,0.26164000000000004,0.00158736988,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,6.0023,0.18826,0.0008048115000000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,6.0029,0.13471000000000002,0.0005961321630000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,8.0066,2.563,0.012799622000000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,8.005,1.5376,0.00628278736,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,8.0079,1.2981,0.00725326356,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,8.0049,1.0668,0.0045785989199999995,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,8.0063,0.7930800000000001,0.005081501484,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,8.0048,0.6731600000000001,0.0030685998600000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,8.0017,0.55542,0.003142066482,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,8.0035,0.44392000000000004,0.00229684208,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,8.0038,0.3522,0.0014403219,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,8.0036,0.26561,0.001123583422,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,8.0035,0.19870000000000002,0.00122611809,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,10.006,2.7431,0.0129529182,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,10.005,1.627,0.007402524599999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,10.005,1.4163000000000001,0.0052046192400000005,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,10.006,1.194,0.0044191134,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,10.005,0.8746100000000001,0.004203463121,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,10.01,0.7630500000000001,0.0037507722750000005,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,10.008,0.6479100000000001,0.0033864311970000006,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,10.004,0.53308,0.002280676164,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,10.004,0.43533000000000005,0.0023752910790000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,10.004,0.33917,0.001418307189,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,10.003,0.26157,0.0011250910410000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8625,0.35,0.006180000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.865,0.35,0.00589,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.35,0.00512,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8437500000000001,0.4,0.01136,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.4,0.01055,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8625,0.4,0.008853999999999999,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.4,0.007255999999999999,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8875000000000001,0.4,0.005960000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8250000000000001,0.45,0.01726,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.45,0.013250000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.45,0.009854,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,0.45,0.0069500000000000004,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9062500000000001,0.45,0.00615,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8125,0.5,0.02364,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8250000000000001,0.5,0.02142,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.5,0.01684,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.5,0.01255,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,0.5,0.0097,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.925,0.5,0.00604,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.789,0.55,0.033240000000000006,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.79,0.55,0.03297,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.795,0.55,0.03162,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8,0.55,0.030340000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8250000000000001,0.55,0.02501,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.55,0.01958,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.55,0.01552,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,0.55,0.01144,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.925,0.55,0.00788,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9375,0.55,0.006565,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.734,0.7,0.06424,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.74,0.7,0.06235,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.75,0.7,0.05854,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.775,0.7,0.05093,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8,0.7,0.04333,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8250000000000001,0.7,0.036140000000000005,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.7,0.03012,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.875,0.7,0.024130000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,0.7,0.01914,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.925,0.7,0.014740000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.95,0.7,0.01123,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.975,0.7,0.00783,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.02,0.85,6.0652,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.03,0.85,3.9222,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.67,0.85,0.1073,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.675,0.85,0.10509,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.68,0.85,0.10204,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.7,0.85,0.09484000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.72,0.85,0.08592000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.75,0.85,0.07332000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8,0.85,0.05607,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,0.85,0.04061,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,0.85,0.028030000000000003,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.95,0.85,0.01742,,0.8888888888888888,Baidakov 2011
12.0,6.0,1.0,0.85,0.01058,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.02,1.0,7.1823,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.03,1.0,4.7478,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.04,1.0,3.5373,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.05,1.0,2.8053,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.06,1.0,2.3332,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.07,1.0,1.9845000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.075,1.0,1.8572000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.6000000000000001,1.0,0.16705,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.61,1.0,0.16103,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.62,1.0,0.15703,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.63,1.0,0.15003000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.64,1.0,0.14303000000000002,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.66,1.0,0.13403,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.68,1.0,0.12207000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.7,1.0,0.11201000000000001,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.72,1.0,0.10304,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.735,1.0,0.09653,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.75,1.0,0.08902,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.8,1.0,0.06901,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.85,1.0,0.050940000000000006,,0.8888888888888888,Baidakov 2011
12.0,6.0,0.9,1.0,0.03713,,0.8888888888888888,Baidakov 2011
