lr,la,rho*,T*,shear_viscosity,shear_viscosity_std,alpha,author_id
12.0,6.0,0.63021,0.9512200000000001,0.9131,0.07058445619999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.65032,0.9515,0.97433,0.05680831065,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.6702800000000001,0.9516,1.0781,0.037302260000000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.69047,0.9514100000000001,1.1946,0.0375271644,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.7101400000000001,0.9519400000000001,1.3012000000000001,0.0342814152,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.72982,0.95157,1.4646,0.026406738,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.75007,0.9514600000000001,1.6395,0.058231761,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.7696000000000001,0.9520900000000001,1.7916,0.0456445932,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.79,0.9519900000000001,2.0285,0.0427465805,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8102600000000001,0.9522800000000001,2.2893,0.036960748499999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8299300000000001,0.9523,2.6076,0.0348427512,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8499,0.95213,2.9634,0.050854907399999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.86972,0.9527700000000001,3.4012000000000002,0.0471882488,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8898300000000001,0.9526,3.9431000000000003,0.0528414831,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.58015,1.0013,0.75026,0.01959829172,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,0.9931700000000001,0.8369000000000001,0.0384421646,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.61965,1.0011,0.8888800000000001,0.020741125920000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.63968,1.0013,0.9441900000000001,0.02075518458,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.6601600000000001,1.0013,1.0359,0.0249372207,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.67998,1.0018,1.1375,0.038888849999999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,0.99765,1.254,0.042612173999999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.7201200000000001,1.0021,1.3716,0.030035296799999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.74009,1.002,1.5088,0.05672484479999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.7599100000000001,1.0018,1.6792,0.0378861104,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.78002,1.0017,1.8881000000000001,0.038498359,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.0,2.1077,0.046297738199999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8203100000000001,1.0021,2.3957,0.05213522340000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.83999,1.0022,2.6953,0.0423027335,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8599500000000001,1.0022,3.089,0.039736895999999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.0026,3.5763,0.0791935872,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,1.0017,4.2812,0.1249339784,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,1.0044,9.9663,0.24190203359999998,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,1.1005,0.19117,0.00544299224,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,1.0977999999999999,0.27711,0.01639576737,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,1.1003,0.40062000000000003,0.023820865200000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,1.1017,0.5694600000000001,0.012497369160000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.1014,0.79217,0.05222222291,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.102,1.2536,0.0241907192,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.1022,2.0721,0.04122442949999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.1026,3.3952,0.0484800608,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.2017,0.81,0.027554580000000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.2015,1.2538,0.024405217,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.2019,2.0358,0.041672826,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.2025000000000001,3.2676,0.0422369976,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.302,0.8334400000000001,0.040843560640000005,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.3019,1.2495,0.048775482,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.3018,1.9988000000000001,0.0424824952,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.3022,3.134,0.047122823999999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.4015,0.8342900000000001,0.027657547790000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.4023,1.2521,0.052362822,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.4021,1.9803000000000002,0.0346512894,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.4023,3.0423,0.0622028658,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,1.4727000000000001,0.23495000000000002,0.00691716295,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,1.4682,0.31149000000000004,0.024489032310000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,1.4739,0.42414,0.027035956019999998,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,1.4814,0.60541,0.023558924739999997,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.4868999999999999,0.8479800000000001,0.04223618784,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.4907,1.2528000000000001,0.050390121600000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.4948000000000001,1.9785,0.086428794,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,1.4977,3.415,0.13955739,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,1.5007000000000001,6.4561,0.1915395748,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.7527,0.8456800000000001,0.033770539440000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.7524000000000002,1.2642,0.0345417366,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.7525,1.9445999999999999,0.04500582239999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,1.7524000000000002,2.8449999999999998,0.054703659999999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,1.9955,0.29347,0.013278930559999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,1.9928,0.37770000000000004,0.0098991393,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,1.9928,0.47436000000000006,0.013002207600000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,1.9933,0.6712400000000001,0.01871551368,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,1.9948000000000001,0.9010900000000001,0.036863591900000006,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,1.9956,1.279,0.050407947999999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,1.9967000000000001,1.9031,0.0797132466,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,1.9989,3.0702,0.0738413802,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,2.0003,5.1466,0.11864456980000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,2.0032,10.572,0.25011237599999997,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,2.5015,0.9260800000000001,0.03268877184,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,2.5024,1.2953000000000001,0.05944908880000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,2.5028,1.8966,0.0704226546,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.87999,2.503,2.6138,0.052736028799999994,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,2.5019,2.9383,0.0724849227,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,2.5029,4.6742,0.056698046,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,2.5033,8.4055,0.1076660495,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,2.5046,17.323,0.1501990715,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,3.0022,0.38399000000000005,0.019925625090000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,2.9984,0.46912000000000004,0.014302999680000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,2.9996,0.57371,0.020379326620000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,3.0003,0.7266400000000001,0.04251715968,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,2.9987,0.9867300000000001,0.03288179052,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,2.9987,1.3169,0.067807181,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,2.9999000000000002,1.8961999999999999,0.06644664039999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,2.9998,2.8279,0.0975936569,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,3.0007,4.3404,0.080319102,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,3.0024,7.3483,0.11133409329999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,3.0033,13.509,0.28916014500000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,4.003,0.44633000000000006,0.029635419340000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,4.0023,0.5356500000000001,0.039380452350000004,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,4.003,0.6454200000000001,0.03466808988,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,4.0016,0.8085500000000001,0.0486229628,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,4.0017,1.0405,0.048680833,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,4.0018,1.3565,0.0493671045,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,4.0012,1.9025,0.056804845,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,4.0014,2.7506,0.0685146954,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,4.0022,3.968,0.08348672000000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,4.0025,6.2336,0.12958407679999998,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,4.002,10.235,0.13761980999999998,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,6.0075,0.55495,0.0127460916,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,6.0066,0.62912,0.02409466688,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,6.0043,0.7631100000000001,0.045092169900000006,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,6.0034,0.9456100000000001,0.03734213890000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,6.0044,1.1287,0.0485465157,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,6.0026,1.4366,0.0675288196,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,6.0049,1.9396,0.0564792124,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,6.0015,2.7438000000000002,0.143459583,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,6.0012,3.6851000000000003,0.1046605251,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,6.0023,5.418,0.093872268,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,6.0029,7.8572,0.13671528000000002,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,8.0066,0.666,0.018996983999999998,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,8.005,0.7766000000000001,0.0439229428,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,8.0079,0.8623400000000001,0.03909763326,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,8.0049,1.0596,0.0393048024,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,8.0063,1.3625,0.0573231,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,8.0048,1.5672000000000001,0.1155214464,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,8.0017,2.1353,0.0735888439,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,8.0035,2.7672,0.08502222,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,8.0038,3.6215,0.09363750400000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,8.0036,4.9766,0.1588928848,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,8.0035,7.0604,0.1816358504,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.20134000000000002,10.006,0.76595,0.015309808599999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.29952,10.005,0.86109,0.044381439689999996,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.39959000000000006,10.005,0.9384500000000001,0.05739466355,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.5059600000000001,10.006,1.1639,0.0444248991,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.60026,10.005,1.3753,0.1090324087,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.70023,10.01,1.6644999999999999,0.08625439,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.8003500000000001,10.008,2.1987,0.09763107480000001,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9029200000000001,10.004,2.7661,0.09931682049999999,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.9970300000000001,10.004,3.6227,0.1377821491,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.0995,10.004,4.8992,0.14800483200000003,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,1.1954,10.003,6.6735,0.1804180725,0.8888888888888888,Lautenschlaeger 2019
12.0,6.0,0.781,0.664,2.037,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,0.674,2.8449999999999998,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.844,0.722,3.345,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.844,0.73,3.03,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.844,0.73,3.19,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.844,0.73,3.189,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,0.761,2.8120000000000003,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,0.82,2.591,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,0.8310000000000001,3.399,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,0.839,2.9779999999999998,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,0.848,1.96,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,0.854,1.86,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,0.879,3.598,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,0.9590000000000001,3.078,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,0.997,2.701,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.008,2.8449999999999998,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.029,2.602,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.038,1.915,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.059,3.609,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.098,1.783,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.172,2.469,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.179,3.2880000000000003,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.199,1.639,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.205,2.8120000000000003,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.306,2.391,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.329,1.694,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.334,2.768,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.376,3.266,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.492,2.502,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.5150000000000001,1.771,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.517,2.558,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.6320000000000001,1.194,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.697,2.292,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.725,2.735,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.8210000000000002,2.701,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,1.85,1.694,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,1.876,2.248,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,1.9849999999999999,2.69,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,2.054,2.203,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,2.13,1.583,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,2.218,2.292,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,2.295,1.6280000000000001,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.844,2.37,2.13,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,2.398,2.115,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.842,2.484,2.314,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.884,2.537,2.635,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.781,2.715,1.7389999999999999,,0.8888888888888888,Borgelt 1990
12.0,6.0,0.85,0.6000000000000001,4.035,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,0.6000000000000001,6.495,,0.8888888888888888,Galliero 2005
12.0,6.0,0.8,0.7,2.307,,0.8888888888888888,Galliero 2005
12.0,6.0,0.85,0.7,3.432,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,0.7,5.36,,0.8888888888888888,Galliero 2005
12.0,6.0,0.95,0.7,10.3,,0.8888888888888888,Galliero 2005
12.0,6.0,0.8,0.8,2.223,,0.8888888888888888,Galliero 2005
12.0,6.0,0.85,0.8,3.12,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,0.8,4.802,,0.8888888888888888,Galliero 2005
12.0,6.0,0.95,0.8,8.457,,0.8888888888888888,Galliero 2005
12.0,6.0,0.8,0.9,2.085,,0.8888888888888888,Galliero 2005
12.0,6.0,0.85,0.9,2.927,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,0.9,4.476,,0.8888888888888888,Galliero 2005
12.0,6.0,0.95,0.9,7.107,,0.8888888888888888,Galliero 2005
12.0,6.0,1.0,0.9,12.9,,0.8888888888888888,Galliero 2005
12.0,6.0,0.7,1.0,1.228,,0.8888888888888888,Galliero 2005
12.0,6.0,0.778,1.0,1.776,,0.8888888888888888,Galliero 2005
12.0,6.0,0.8,1.0,2.061,,0.8888888888888888,Galliero 2005
12.0,6.0,0.85,1.0,2.807,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,1.0,3.997,,0.8888888888888888,Galliero 2005
12.0,6.0,0.9,1.0,4.157,,0.8888888888888888,Galliero 2005
12.0,6.0,0.919,1.0,4.819,,0.8888888888888888,Galliero 2005
12.0,6.0,0.95,1.0,6.174,,0.8888888888888888,Galliero 2005
12.0,6.0,1.0,1.0,11.1,,0.8888888888888888,Galliero 2005
12.0,6.0,0.95,1.2,5.3,,0.8888888888888888,Galliero 2005
12.0,6.0,1.0,1.2,8.63,,0.8888888888888888,Galliero 2005
12.0,6.0,0.636,1.25,0.915,,0.8888888888888888,Galliero 2005
12.0,6.0,0.778,1.25,1.698,,0.8888888888888888,Galliero 2005
12.0,6.0,0.919,1.25,4.123,,0.8888888888888888,Galliero 2005
12.0,6.0,0.212,1.5,0.244,,0.8888888888888888,Galliero 2005
12.0,6.0,0.30000000000000004,1.5,0.321,,0.8888888888888888,Galliero 2005
12.0,6.0,0.354,1.5,0.366,,0.8888888888888888,Galliero 2005
12.0,6.0,0.4,1.5,0.41400000000000003,,0.8888888888888888,Galliero 2005
12.0,6.0,0.495,1.5,0.578,,0.8888888888888888,Galliero 2005
12.0,6.0,0.5,1.5,0.586,,0.8888888888888888,Galliero 2005
12.0,6.0,0.6000000000000001,1.5,0.835,,0.8888888888888888,Galliero 2005
12.0,6.0,0.636,1.5,0.934,,0.8888888888888888,Galliero 2005
