Repulsive_Exponent,Attractive_Exponent,Temperature,Density,Diffusion_Coefficient,Alpha,Temperature_Critical,Density_Critical
17,11,0.844595,0.06896,1.97685028,0.337158411054087,0.675676,0.344801
17,11,0.844595,0.344801,0.37427316,0.337158411054087,0.675676,0.344801
17,11,0.844595,0.689602,0.10188482,0.337158411054087,0.675676,0.344801
17,11,1.013514,0.06896,2.27639307,0.337158411054087,0.675676,0.344801
17,11,1.013514,0.344801,0.43122624,0.337158411054087,0.675676,0.344801
17,11,1.013514,0.689602,0.12141382,0.337158411054087,0.675676,0.344801
18,6,1.1241,0.063448,2.63147954,0.692820323027551,1.070571,0.317241
18,6,1.1241,0.317241,0.49828205,0.692820323027551,1.070571,0.317241
18,6,1.1241,0.634482,0.16290467,0.692820323027551,1.070571,0.317241
18,6,1.338214,0.063448,2.97491632,0.692820323027551,1.070571,0.317241
18,6,1.338214,0.317241,0.578188,0.692820323027551,1.070571,0.317241
18,6,1.338214,0.634482,0.18841113,0.692820323027551,1.070571,0.317241
18,6,1.605856,0.063448,3.43933212,0.692820323027551,1.070571,0.317241
18,6,1.605856,0.317241,0.65679192,0.692820323027551,1.070571,0.317241
18,6,1.605856,0.634482,0.21650001,0.692820323027551,1.070571,0.317241
18,7,0.954774,0.063893,2.21670746,0.5471940531479,0.909309,0.319466
18,7,0.954774,0.319466,0.4340262,0.5471940531479,0.909309,0.319466
18,7,0.954774,0.638932,0.14377959,0.5471940531479,0.909309,0.319466
18,7,1.136636,0.063893,2.60550714,0.5471940531479,0.909309,0.319466
18,7,1.136636,0.319466,0.5029192,0.5471940531479,0.909309,0.319466
18,7,1.136636,0.638932,0.16256654,0.5471940531479,0.909309,0.319466
18,7,1.363964,0.063893,3.08114406,0.5471940531479,0.909309,0.319466
18,7,1.363964,0.319466,0.58805187,0.5471940531479,0.909309,0.319466
18,7,1.363964,0.638932,0.18807343,0.5471940531479,0.909309,0.319466
18,8,0.851289,0.065302,2.00243966,0.459152820225285,0.810751,0.326511
18,8,0.851289,0.326511,0.38400558,0.459152820225285,0.810751,0.326511
18,8,0.851289,0.653022,0.12040661,0.459152820225285,0.810751,0.326511
18,8,1.013439,0.065302,2.37013804,0.459152820225285,0.810751,0.326511
18,8,1.013439,0.326511,0.46170742,0.459152820225285,0.810751,0.326511
18,8,1.013439,0.653022,0.14068955,0.459152820225285,0.810751,0.326511
18,8,1.216126,0.065302,2.77825575,0.459152820225285,0.810751,0.326511
18,8,1.216126,0.326511,0.52361285,0.459152820225285,0.810751,0.326511
18,8,1.216126,0.653022,0.16501177,0.459152820225285,0.810751,0.326511
18,9,0.781561,0.066769,1.844431,0.4,0.744344,0.333843
18,9,0.781561,0.333843,0.34415437,0.4,0.744344,0.333843
18,9,0.781561,0.667686,0.10194092,0.4,0.744344,0.333843
18,9,0.93043,0.066769,2.15024384,0.4,0.744344,0.333843
18,9,0.93043,0.333843,0.41423562,0.4,0.744344,0.333843
18,9,0.93043,0.667686,0.12067414,0.4,0.744344,0.333843
18,9,1.116516,0.066769,2.52245112,0.4,0.744344,0.333843
18,9,1.116516,0.333843,0.47838413,0.4,0.744344,0.333843
18,9,1.116516,0.667686,0.13940428,0.4,0.744344,0.333843
18,10,0.732141,0.068289,1.73975073,0.357415874317523,0.697277,0.341443
18,10,0.732141,0.341443,0.3271839,0.357415874317523,0.697277,0.341443
18,10,0.732141,0.682886,0.09184615,0.357415874317523,0.697277,0.341443
18,10,0.871596,0.068289,2.02075891,0.357415874317523,0.697277,0.341443
18,10,0.871596,0.341443,0.38816149,0.357415874317523,0.697277,0.341443
18,10,0.871596,0.682886,0.10878475,0.357415874317523,0.697277,0.341443
18,10,1.045916,0.068289,2.36036031,0.357415874317523,0.697277,0.341443
18,10,1.045916,0.341443,0.45265786,0.357415874317523,0.697277,0.341443
18,10,1.045916,0.682886,0.12787049,0.357415874317523,0.697277,0.341443
18,11,0.694934,0.069843,1.64664825,0.325228142679977,0.661842,0.349215
18,11,0.694934,0.349215,0.29963635,0.325228142679977,0.661842,0.349215
18,11,0.694934,0.69843,0.08205675,0.325228142679977,0.661842,0.349215
18,11,0.827302,0.069843,1.90125086,0.325228142679977,0.661842,0.349215
18,11,0.827302,0.349215,0.36046862,0.325228142679977,0.661842,0.349215
18,11,0.827302,0.69843,0.09955038,0.325228142679977,0.661842,0.349215
18,11,0.992763,0.069843,2.25081514,0.325228142679977,0.661842,0.349215
18,11,0.992763,0.349215,0.42413826,0.325228142679977,0.661842,0.349215
18,11,0.992763,0.69843,0.11644552,0.325228142679977,0.661842,0.349215
18,12,0.666208,0.071302,1.58651933,0.3,0.634484,0.356511
18,12,0.666208,0.356511,0.27513663,0.3,0.634484,0.356511
18,12,0.666208,0.713022,0.07093681,0.3,0.634484,0.356511
18,12,0.793105,0.071302,1.81043751,0.3,0.634484,0.356511
18,12,0.793105,0.356511,0.33768424,0.3,0.634484,0.356511
18,12,0.793105,0.713022,0.08507648,0.3,0.634484,0.356511
18,12,0.951726,0.071302,2.12656386,0.3,0.634484,0.356511
18,12,0.951726,0.356511,0.39160447,0.3,0.634484,0.356511
18,12,0.951726,0.713022,0.10000019,0.3,0.634484,0.356511
18,13,0.643244,0.072635,1.5354483,0.279664307999544,0.612613,0.363174
18,13,0.643244,0.363174,0.26883335,0.279664307999544,0.612613,0.363174
18,13,0.643244,0.726348,0.06752203,0.279664307999544,0.612613,0.363174
18,13,0.765766,0.072635,1.76184314,0.279664307999544,0.612613,0.363174
18,13,0.765766,0.363174,0.32944455,0.279664307999544,0.612613,0.363174
18,13,0.765766,0.726348,0.08152666,0.279664307999544,0.612613,0.363174
18,13,0.918919,0.072635,2.07006004,0.279664307999544,0.612613,0.363174
18,13,0.918919,0.363174,0.38290671,0.279664307999544,0.612613,0.363174
18,13,0.918919,0.726348,0.09787296,0.279664307999544,0.612613,0.363174
18,14,0.624388,0.073818,1.49037731,0.262902190025289,0.594655,0.369088
18,14,0.624388,0.369088,0.25981597,0.262902190025289,0.594655,0.369088
18,14,0.624388,0.738176,0.06183671,0.262902190025289,0.594655,0.369088
18,14,0.743319,0.073818,1.71389716,0.262902190025289,0.594655,0.369088
18,14,0.743319,0.369088,0.31092641,0.262902190025289,0.594655,0.369088
18,14,0.743319,0.738176,0.07564699,0.262902190025289,0.594655,0.369088
18,14,0.891983,0.073818,1.99473785,0.262902190025289,0.594655,0.369088
18,14,0.891983,0.369088,0.35929697,0.262902190025289,0.594655,0.369088
18,14,0.891983,0.738176,0.08808808,0.262902190025289,0.594655,0.369088
19,6,1.099819,0.063621,2.51391385,0.673844367102088,1.047447,0.318103
19,6,1.099819,0.318103,0.49650054,0.673844367102088,1.047447,0.318103
19,6,1.099819,0.636206,0.15755797,0.673844367102088,1.047447,0.318103
19,6,1.309309,0.063621,2.94267627,0.673844367102088,1.047447,0.318103
19,6,1.309309,0.318103,0.56496598,0.673844367102088,1.047447,0.318103
19,6,1.309309,0.636206,0.18733505,0.673844367102088,1.047447,0.318103
19,6,1.57117,0.063621,3.49135003,0.673844367102088,1.047447,0.318103
19,6,1.57117,0.318103,0.64368292,0.673844367102088,1.047447,0.318103
19,6,1.57117,0.636206,0.21515884,0.673844367102088,1.047447,0.318103
19,7,0.93449,0.06446,2.16032775,0.531544184317989,0.88999,0.322302
19,7,0.93449,0.322302,0.42602753,0.531544184317989,0.88999,0.322302
19,7,0.93449,0.644604,0.13651882,0.531544184317989,0.88999,0.322302
19,7,1.112487,0.06446,2.58218414,0.531544184317989,0.88999,0.322302
19,7,1.112487,0.322302,0.49880792,0.531544184317989,0.88999,0.322302
19,7,1.112487,0.644604,0.15816942,0.531544184317989,0.88999,0.322302
19,7,1.334985,0.06446,3.00105694,0.531544184317989,0.88999,0.322302
19,7,1.334985,0.322302,0.57509738,0.531544184317989,0.88999,0.322302
19,7,1.334985,0.644604,0.18581239,0.531544184317989,0.88999,0.322302
19,8,0.833694,0.065929,1.95715337,0.445526473291387,0.793994,0.329643
19,8,0.833694,0.329643,0.37808402,0.445526473291387,0.793994,0.329643
19,8,0.833694,0.659286,0.11653838,0.445526473291387,0.793994,0.329643
19,8,0.992492,0.065929,2.32497508,0.445526473291387,0.793994,0.329643
19,8,0.992492,0.329643,0.44991993,0.445526473291387,0.793994,0.329643
19,8,0.992492,0.659286,0.13483112,0.445526473291387,0.793994,0.329643
19,8,1.190991,0.065929,2.69940851,0.445526473291387,0.793994,0.329643
19,8,1.190991,0.329643,0.51492,0.445526473291387,0.793994,0.329643
19,8,1.190991,0.659286,0.15963971,0.445526473291387,0.793994,0.329643
19,9,0.766006,0.067492,1.81690446,0.387741557328608,0.72953,0.337458
19,9,0.766006,0.337458,0.34643502,0.387741557328608,0.72953,0.337458
19,9,0.766006,0.674916,0.10013023,0.387741557328608,0.72953,0.337458
19,9,0.911912,0.067492,2.13287191,0.387741557328608,0.72953,0.337458
19,9,0.911912,0.337458,0.40544531,0.387741557328608,0.72953,0.337458
19,9,0.911912,0.674916,0.1183792,0.387741557328608,0.72953,0.337458
19,9,1.094295,0.067492,2.51318641,0.387741557328608,0.72953,0.337458
19,9,1.094295,0.337458,0.47401065,0.387741557328608,0.72953,0.337458
19,9,1.094295,0.674916,0.13844352,0.387741557328608,0.72953,0.337458
19,10,0.717657,0.069142,1.72700294,0.346147980000992,0.683483,0.34571
19,10,0.717657,0.34571,0.31508229,0.346147980000992,0.683483,0.34571
19,10,0.717657,0.69142,0.08817355,0.346147980000992,0.683483,0.34571
19,10,0.854354,0.069142,2.02401053,0.346147980000992,0.683483,0.34571
